Jurisdiction,site,year,plotid,obs,pre_post_fire,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,0.05E_percent,0.05E_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,CWD,CONES,Boulder/Bedrock,SMROCK,ROCK,ASH,BASALVEG,CRYPTOGRAMS,STUMPS,RD,TOT_Black_percent,PRE % SHRUB COVER,% SHRUB TORCHED,% SHRUB SCORCHED,% SHRUB UNBURNED,History,NOTES,
TNC,frenchmeadows,2020,FM38,"vs, mm",prefire,NA,no,0,41,90,LL,CV,,7,52,245,61,33,,0.05,,35,,2,,1,,0,na,25,0.5,0,na,2,,13,1.8,25,0.5,0.05,0.4,0.05,0.6,4,84,0,4,0.05,0.05,4,0.5,0,1.5,2,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM48,"vs, mm",prefire,NA,no,0,38,90,LL,CV,,5,175,255,53,46,,2,,41,,3,,1,,0,na,4,0.5,0,na,1,1.8,1,1.8,4,0.5,0.05,0.4,0.05,0.6,1.5,70,0.05,25,0.05,0,1,0.05,0,1.5,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM37,"vs, mm",prefire,NA,no,0,23,50,LL,CV,,8,128,265,47,16,,1,,15,,3,,3,,0,na,13,0.5,0,na,0,na,13,1.8,20,0.5,3,0.5,0.05,0.4,6.5,63,0.05,2.5,0.05,4,10,12,0,1,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM56,"vs, mm",prefire,NA,no,0,40,70,LL,CV,,11,13,270,47,35,,0,na,32,,2,,1,,0,na,16,0.5,0,na,0,na,7,1.8,12,0.5,0.05,0.4,0.05,0.7,50,32,0.05,5,0.05,0.05,9,2.5,0,1.5,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM49,"vs, mm",prefire,NA,no,0,34,130,UN,CV,,11,4,1801,85,70,,2,,71,,0.05,,0.05,,0,na,3,0.55,0,na,1,1.8,2,0.55,2,0.3,5,0.4,0.05,1,27,54,0.05,1.5,0.05,0.05,16,0.05,0,1.5,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM50,"vs, mm",prefire,NA,no,0,39,90,UN,CV,,9.5,3,1815,65,50,,1,,50,,1,,1,,0,na,16,0.5,0,na,0,na,13,1.7,4,0.5,1,0.4,0.05,0.5,4,88,0,6,0.05,0.05,1,0.05,0,0,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM54,"vs, mm",prefire,NA,no,0,32,130,CV,CV,,5,8,1831,54,47,,1,,40,,6,,0.05,,0,na,4,0.2,0,na,0,na,0.05,1.8,4,0.2,0.05,0.3,0,na,0.05,70.5,0.05,25,0.05,0.05,0.05,0.05,0,3.5,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM53,"vs, mm",prefire,NA,no,0,30,80,UN,CV,,8.5,45,1847,75,72,,0,na,66,,40,,11,,0,na,0.05,0.5,0,na,0,na,0.05,1.8,4,0.2,0.05,0.3,0,na,0.05,80,0,9,0.05,0.05,2,0.05,0,3.5,5.5,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM52,"vs, mm",prefire,NA,no,0,37,80,CC,CV,,10,205,296,89,14,,0.05,,13,,1,,0.05,,0,na,44,0.5,0,na,4,4,34,1.8,43,0.5,31,0.3,0.05,1,9,46,0,1.5,0.05,1,20,22,0,0.5,0,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM51,"vs, mm",prefire,NA,no,0,42,90,UN,CV,,7,6,1872,62,31,,0.05,,29,,2,,2,,0,na,30,1.8,0,na,1,2.2,28,1.8,30,0.5,0.05,0.6,0.05,0.9,0.05,90,0.05,3.5,0.05,0.05,1,2.5,0,2,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM43,"vs, mm",prefire,NA,no,0,16,95,CV,LL,,2,5,1888,61,60,,0.05,,50,,0.05,,0.05,,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0.05,1.2,4,87,0.05,4,0.05,0.05,1,0.05,0,4,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM42,"vs, mm",prefire,NA,no,0,25,55,UN,LL,,4,40,1501,91,85,,1,,85,,0.05,,0.05,,0,na,7,2.4,0,na,4,2.4,7,1.8,4,0.5,3,1,0,na,1,76,0.05,19,0.05,0.05,0.05,0.05,0,3,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM41,"vs, mm",prefire,NA,no,0,,,,,,8,4,1519,71,71,,0.05,,71,,1,,0.05,,0,na,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0.05,0.2,0,na,0.05,72,0.05,20,0.05,0.05,0.05,0.05,0,4,4,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM64,"vs, mm",prefire,NA,no,0,26,170,UN,UN,,10,18,1554,78,59,,1,,59,,1,,0.05,,0,na,18,1.8,0.05,1.8,2,2.1,13,1.8,8,0.5,0.05,0.3,0.05,1.3,3,87,0.05,1.5,1.5,0.05,3,1,0,3,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM63,"vs, mm",prefire,NA,no,0,32,135,UN,UN,,6,3,1569,72,64,,1,,64,,1,,0.05,,0,na,6,1.8,0.05,1.8,0.05,1.9,3,1.8,6,0.5,0.05,0.3,0.05,0.6,0.05,92,0.05,3,2.5,0,0.05,0,0,2.5,0.05,0,0,,,,,,,,
TNC,downieville,2020,RedAnt46,"jw, pm, mm, vs, km",prefire,NA,no,0,47,94,CC,LL,,6.1,15,1296,,,8.5,,16,,8,,,,,,,,,,,,,,,,,,,,,0.05,74.25,0,22.5,0.05,0,0.05,0.25,0,2.25,0.25,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt49,"km, pm",prefire,NA,no,0,26,294,CC,LL,"ABCO, CADE, PILA",7,12,1796,60,60,5,0.5,10,74,7,1.5,3.5,0.05,0.1,0,na,0.05,0.15,0,na,0,na,0,na,0.05,0.15,0.05,0.1,0.05,0.5,0.05,81.25,0,16,".25, pila",0,0.5,0.25,0,1.5,0.05,0.25,0,,,,,,,,
TNC,downieville,2020,RedAnt50,"km, pm",prefire,NA,no,0,31,231,CC,LL,"ABCO, PILA, SYMO",7.4,28,2507,75,75,5,0.25,8,72,5,5,1.7,1.75,1,0,na,12.5,0.1,0,na,0,na,0,na,12.5,0.1,0.05,0.1,0.05,0.25,0.05,89,0,5,".25, pila and pipo",0.5,0.05,4,0,1,0.05,0.25,0,,,,,,,,
TNC,downieville,2020,RedAnt39,"km, pm",prefire,NA,no,0,19,246,LL,LL,"ABCO, PIPO/PIJE, PILA",11,37,2525,60,60,28.75,0.05,9,60,33.7,0.5,3.2,0.05,0.1,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0.05,0.4,0,90.75,0,4.5,"1, pila",0.5,0.05,0.5,0,2.25,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt38,"km, pm",prefire,NA,no,0,23,169,CC,CC,"PIPO, PSME, QUEVAC",4.7,17,2538,87,76,14.25,0.05,2.2,75,14.25,2,2.3,2,0.3,0,na,25,0.5,0,na,0.05,2,3,0.7,25,0.5,0.5,0.2,0.05,0.2,0.25,93,1,1,0.05,0.05,0.5,3,0,1,0.05,0.25,0,,,,,,,,
TNC,downieville,2020,RedAnt51,"km, pm",prefire,NA,no,0,18,137,LL,LL,"ABCO, PILA, CADE",1,40,2556,67,67,8,0.5,10.5,63,9.3,10,3,1.75,0.15,0,na,1.25,0.1,0,na,0,na,0,na,1.25,0.1,0.5,0.1,0.05,0.15,0.05,80,0,15,1.5,0,0,0,0,3,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt28,"km, pm, mm",prefire,NA,no,0,36,205,CV,CV,"PIPO, QUKE, CEAINT",4,27,2574,85,83,7,3,6.4,83,7,6,5,0.5,0.2,0,na,24,2.5,2,0.6,20,1.9,23,1.7,24,0.5,6,0.1,0.25,0.3,0,96.25,0.05,0.5,0.05,0,0.05,0.05,0,2,1,0.25,0,,,,,,,,
TNC,downieville,2020,RedAnt52,"km, pm, mm",prefire,NA,no,0,43,150,LL,CV,"ABCO, PILA, CADE",5,11,1601,90,90,6,1,4,87,6,15,3,1,0.8,0,na,0.75,0.15,0.25,0.2,0,na,0,na,0.75,0.15,0.05,0.1,0,na,0,86.75,0,9,"0.75, pila but pipo present",0,0.05,0,0,3,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt44,"vs, mm",prefire,NA,no,0,18,225,CV,UN,"ABCO, PSME, PILA",2,24,1983,61,61,7,1,3.8,61,7,4,1.8,0.05,0.2,0,na,0.05,0.5,0,na,0,na,0,na,0.05,0.5,0.05,0.1,0,na,1,90,0,4,0.5,0,1,0,0,2.5,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt42,"vs, mm",prefire,NA,no,0,36,225,LL,CV,"PIPO, PSME, CADE",6,8,2801,66,94,5,2,5,94,18,1,1.6,1,0.1,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0,na,0,92,0,3,1,1,0,0.05,0,2.5,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt41,"vs, mm",prefire,NA,no,0,48,230,CV,CV,"PSME, ABCO, CADE",6,30,2815,44,44,5,1,3,44,21,7,,0.05,0.2,0,na,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0,na,1,1.5,0.05,86,0.05,11.5,0.05,0,0.5,0.05,0,1.5,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt40,"vs, mm",prefire,NA,no,0,46,270,CC,CC,"PSME, ABCO, PILA",5,44,2829,54,54,44,0.05,2.7,54,44,3,2.5,0.05,0.2,0,na,0.05,0.5,0,na,0,na,0.05,0.6,0.05,0.5,0.05,0.1,0,na,1,90,0,4,0.05,0,2,0,0,3,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt59,"vs, mm",prefire,NA,no,0,23,190,CV,CV,"ABCO, PILA, PSME",9,48,2840,40,39,15.7,2,33,39,7,7,1.7,0.05,0.1,0,na,0.05,0.4,0,na,0,na,0.05,0.6,0.05,0.4,0.05,0.2,1,0.1,0.05,80,0,16.5,0.05,0,0.05,0.05,0,3.5,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt56,"vs, mm",prefire,NA,no,0,23,190,CV,CV,"ABCO, PILA, PIPO",1,1,2849,72,72,38,0.05,39,72,38,0,na,0.05,0.1,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.3,0.05,0.3,0.05,84,0,11.5,1,0,1,0.05,0,2,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt55,"vs, mm",prefire,NA,no,0,33,180,CV,CV,"PSME, PILA, ABCO",8,16,2857,60,48,4,0.05,12,46,4,3,2,1,0.1,0,na,9,0.5,0.05,0.5,0,na,2,0.6,9,0.5,0.05,0.3,0.05,0.3,0.05,94,0,2.5,1,0.05,0.05,0.5,0,2,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt57,"vs, mm",prefire,NA,no,0,27,120,CV,CV,"PIPO, PSME, ABCO",2,5,2870,59,55,11,1,10.5,55,6,4,2.2,4,1,0,na,2,0.5,0.05,0.4,0,na,0,na,2,0.5,0.05,0.1,0,na,0.05,96,0,0.5,1,0,0.05,0.05,0,2.5,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt54,"vs, mm",prefire,NA,no,0,31,150,LL,CC,"PSME, ABCO, CADE",8.5,24,2887,37,31,11,0.05,2.2,31,11,4,2,0.05,0.1,0,na,3,0.5,0,na,0,na,0.05,0.5,3,0.5,0.05,0.2,0,na,0.05,72,0.05,26.5,0.05,0,0.05,0.05,0,1.5,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt29,"km, pm",prefire,NA,no,0,38,176,LL,LL,"PIPO, CEAINT, PSME",6.8,5,1645,75,65,25,0,na,65,25,0.5,2.5,0.25,0.2,0,na,25,3.5,7,0.7,15,3.5,24,1.7,25,0.5,0.5,0.1,1,0.5,0,96.7,0.25,1,0.05,0,0,0,0,1.8,0.05,0.25,0,,,,,,,,
TNC,downieville,2020,RedAnt30,"km, pm",prefire,NA,no,0,49,269,LL,LL,"PIPO, SYMO, PSME",7.8,27,1654,91,90,21,0,na,90,21,3.75,2,1.25,0.4,0,na,28,0.1,15,1,5,2.2,5,0.6,28,0.1,0.25,0.1,0.25,0.4,0,98,0.05,0.5,0.05,0,0,0,0,1.5,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt45,"km, pm",prefire,NA,no,0,48,243,LL,LL,"PIPO, PIJE, CADE",7.6,9,1672,70,60,3,0.25,2.6,58,10.75,2,3,2,0.8,0,na,1,0.5,0,na,0,na,0.05,0.6,1,0.5,2.5,0.2,20.25,0.15,0,94.5,0,2,0.05,0.25,0,0,0,1.75,0.05,1.5,0,,,,,,,,
TNC,downieville,2020,RedAnt43,"km, pm",prefire,NA,no,0,50,245,LL,LL,"ABCO, PSME, RIRO",7.7,54,1692,75,75,22.5,1.25,16,75,22.5,2,2,0.05,0.1,0,na,0.25,0.4,0,na,0,na,0,na,0.25,0.4,0.05,0.1,0.05,0.25,0.05,92.5,0,1.25,0.05,0.5,1,0.5,0,3,0.05,1.25,0,,,,,,,,
TNC,downieville,2020,RedAnt62,"km, pm",prefire,NA,no,0,32,328,CV,CV,"PSME, bromus1, fakegrass (carex)",11.3,3,2904,90,75.5,46,0,na,75,46,1,1.8,2.75,0.1,0,na,1.5,0.1,0.05,0.3,0,na,0,na,1.5,0.1,1.75,0.2,58,1,0.05,93.65,0,2.5,"0.4, PSME",0,0.05,0.1,0,2.75,0.05,0.6,0,,,,,,,,
TNC,downieville,2020,RedAnt30,"vs, mm",prefire,NA,no,0,41,240,LL,UN,"PIPO, PILA, PRUEMA",4,8,,57,53,,0.05,na,53,,0.05,1.6,0.05,0.3,0,na,4,0.5,0.05,0.5,0,na,3,1.9,4,0.5,0.05,0.5,0.05,1,0.05,97,0.05,1,0.05,0,0.05,0.05,0,2,0,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt32,"vs, mm",prefire,NA,no,0,56,280,LL,LL,"PIPO, PSME, CEA",4,10,,73,65,,0,na,65,,0.05,1.6,1,0.6,0,na,4,0.5,0,na,0.05,2.2,4,2,0.05,0.5,0.05,0.5,0.05,1,0.05,98,0.05,0.05,0.05,0,0.05,0.05,0,2,0,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt35,"vs, mm",prefire,NA,no,0,28,270,LL,UN,"PIPO, CEA, ARPA",5,66,,84,50,,0,na,50,,0.05,2.2,1,0.3,0,na,14,0.5,0,na,1,2,12,1.8,14,0.5,4,0.5,8,1,7,80,0.05,1.5,0.05,0,10,0.05,0,1,0,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt36,"vs, mm",prefire,NA,no,0,27,225,CV,CV,"PIPO, ABCO, PILA",7,40,,49,48,,0,na,35,,10,2.4,4,1,0,na,1,1.7,0.05,0.5,0,na,1,0,0.05,0.5,0.05,0.2,0.05,1,0.05,93,0.05,1.5,1,0,0.05,0.05,0,4,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt37,"vs, mm",prefire,NA,no,0,37,225,CV,CV,"PSME, CEA, CADE",8,13,,52,46,,0,na,46,,8,2.2,1,0.9,0,na,6,1.8,9,1.8,4,2,5,1.8,6,0.5,0.05,0.2,0.05,1,0.05,59.5,0.05,37,1,0.05,0.05,0.05,0,2,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt60,"vs, mm",prefire,NA,no,0,53,270,LL,LL,"ABCO, PSME, PILA",9,8,,55,55,,1,,55,,0,na,0.05,0.2,0,na,0.05,1.8,0,na,0,na,0,0,0.05,0.5,0.05,0.2,0.05,0.7,0.05,71.5,0.05,25,1,0.05,0.05,0.05,0,2,0.05,0.5,0,,,,,,,,
TNC,downieville,2020,RedAnt61,"vs, mm",prefire,NA,no,0,57,280,CV,LL,"PSME, ABCO",7,73,,72,72,,0.05,,72,,2,3.2,0.05,0.1,0,na,0.05,0.2,0,na,0,na,0,0,0.05,0.2,0.05,0.1,0,na,0.05,92,0.05,3,1,0,2,0.05,0,2,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt53,"vs, mm",prefire,NA,no,0,16,130,CV,CV,"PILA, PIPO, PSME",10,69,,45,37,,1,,37,,2,2.4,1,0.2,0,na,3,1.8,0,na,0,na,3,1.8,6,0.5,3,0.5,0,9,0.05,87,0.05,10,2,0.05,0.05,0.05,0,1,0.05,0.05,0,,,,,,,,
TNC,downieville,2020,RedAnt58,"vs, mm",prefire,NA,no,0,63,330,CV,LL,"ABCO, PSME, chinquapin",8,10,,63,59,,0.05,,55,,4,3,0.05,0.2,0,na,0.05,0.5,0,na,0,na,0.05,1.6,0.05,0.3,4,0.3,0,na,5,79,0.05,9.5,0.05,0,5,0.05,0,1.5,0.05,0.05,0,,,,,,,,
TahoeNF,caples,2020,Caples002,"km, vs, pm",postfire,1yr,yes,3,,,,,"pije, cade, pico",7.5,231,194,27,23,5,2,5,23,23,0,na,0.05,0.1,0,na,1,0.1,0,na,0,na,0,na,1,0.1,1,0.1,1,0.1,1,5,2,0.05,0.05,79.5,11,0.05,0.05,1.5,0.05,,0,,,,,,,both shrub species resprouters,
TahoeNF,caples,2020,Caples003,"vs, mm",postfire,1yr,yes,3,,,,,"pije, abco, cade",7.9,99,1440,34,8,8,2,8,8,16,0.05,1.7,0.05,0.1,0,na,0.05,0.1,0,na,0,na,0,na,0.05,0.1,18,0.3,8,0.1,6,11,4,4,0.05,0,4,70,0.05,1,0.05,,0,,,,,,,small mammal burrows,
TahoeNF,caples,2020,Caples004,"ag, vs, pm, mm, km",postfire,1yr,yes,4,,,,,"pico, abco, cade",1.6,182,na,0.05,0.05,4,65,4,0,na,0,na,0.05,0.2,0,na,0.05,0.1,0.05,0.1,0,na,0,na,0.05,0.1,0.05,0.2,0,na,2,84.5,1,3,0.05 pico,3,0.05,5,0.05,1.5,0.05,,0,,,,,,,12% under water,
TahoeNF,caples,2020,Caples013,"ag, mm",postfire,1yr,yes,2,,,,,"cade, abco, pije",5.9,232,na,35,25,5,7,5,25,13,0.05,1.4,0.05,0.05,0,na,0.05,0.1,0.05,0.2,0,na,0,na,0.05,0.1,7,0.15,3,0.4,0.5,95,0.05,0.5,0.05,1,0.05,2,0.05,1,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples014,"vs, mm",postfire,1yr,yes,4,,,,,"abco, quva, prem",8,20,510,32,10,11,1,2,10,11,0,na,0,na,0,na,21,0.1,35,1,0,na,9,1,21,0.1,0.05,0.1,0.05,0.3,12,46,7,0.05,0.05,"10,2",4,6,13,1,0.05,,0,,,,,,,"deer tracks, herbivory, ant hills",
TahoeNF,caples,2020,Caples015,"ag, mm, pm",postfire,1yr,yes,3,,,,,"quke, cade",na,na,na,22,0,na,0,na,0,na,0,na,0,na,18,0.9,18,0.9,75,2,0,na,14,0.9,18,0.5,3,0.1,1,1.1,28,1.5,1,0.05,0,55,1,10,3,0.5,0.05,,0,,,,,,,concave slope angle changes severity,
TahoeNF,caples,2020,Caples016,"ag, pm, km, vs, mm",prefire,NA,no,0,,,,,"abco, cade, abma",3,355,529,80,60,9,0.5,5,60,9,1,2.5,1,0.3,0,na,9,0.7,0.05,0.1,0,na,6,0.7,9,0.2,5,0.35,10,0.7,0.5,88,0,8,0.05,1,0.05,1,0,1.5,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples017,"vs, mm",prefire,NA,no,1,,,,,"pije, abco, cade",3,355,541,40,38,,1,,37,,1,1.4,0.05,0.4,1,0.2,1,0.2,0,na,0,na,0.05,0.6,1,0.2,1,0.1,1,1,14,73,0,6,0.05,4,2,0.05,0,1,0.05,,0,,,,,,,"ant hills, sm mammal burrows",
TahoeNF,caples,2020,Caples018,"ag, mm, pm",postfire,1yr,yes,5,,,,,"abco, pije",na,na,na,15,0,na,0,na,0,na,0,na,0,na,15,0.15,15,0.15,65,1,0,na,0,na,15,0.15,0.05,0.08,0,na,52,0.05,9,0.05,0,25,2,8,4,0.05,0,,0,,,,,,,no witness,
TahoeNF,caples,2020,Caples019,"ag, pm, km",postfire,1yr,yes,1,,,,,"juoc, pije",,,,60,20,5,0.05,4.5,20,5,0.5,4,0.25,0.4,0.05,0.1,32,1.3,3,0.7,0,na,16,1.1,32,0.3,5,0.15,6,0.07,40,29.5,0.05,0.05,0.05,25,1,3,0.05,1.5,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples020,"ag, pm, km",postfire,1yr,yes,2,,,,,"pije, cade, juoc",,,,33,7,3,2.5,3,7,21,0,na,0,na,0.5,0.1,0.5,0.1,17,1.1,0,na,0.05,0.6,0.5,0.1,13,0.2,12,0.3,56.5,7,0.05,0.5,0.05,35,0.05,0.5,0.05,0.5,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples021,"ag, vs, pm, mm, km",prefire,NA,no,0,,,,,"pije, abco, abma",2,35,592,72,54,25.3,1,22,54,25.3,0.05,3.3,0.05,0.1,0,na,21,0.7,0,na,0,na,20,0.7,21,0.2,0.05,0.1,3,0.1,10,84.5,0,1.5,0.05,1,2,0.05,0,1,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples027,"ag, pm, km",postfire,1yr,yes,2,,,,,"pije, cade, juoc",,,,3,0.5,3,0.05,4,0.05,3,0.05,2,0.05,0.05,3,0.9,3,0.9,35,1.1,0,na,2,1.3,3,0.4,0.05,0.1,0.05,0.2,34.75,20.5,7,0.25,0.05,30,1.5,2.5,3,0.5,0.05,,0,,,,,,,took cap photo after panos,
TahoeNF,caples,2020,Caples028,"vs, mm",postfire,1yr,yes,5,,,,,"cade, pije, abco",,,,25,25,8,25,8,0,na,0,na,0.05,0.1,0,na,0.05,0.1,0,na,0,na,0,na,0.05,0.1,0.05,0.1,0,na,2,14,42,3,0.05,1,4,17,14,3,0.05,,0,,,,,,,deer tracks,
TahoeNF,caples,2020,Caples029,"vs, mm",postfire,1yr,yes,4,,,,,"cade, abco, quke",,,,20,18,5,24,5,18,7.5,0,na,0.05,0.1,0,na,2,0.5,16,0.5,0,na,1,1,1,0.2,0,na,0.05,0.1,4,22,38,4,0.05,7,2,17,4,2,0.05,,0,,,,,,,acorns present too,
TahoeNF,caples,2020,Caples030,"ag, pm, km",postfire,1yr,yes,1,,,,,"pije, juoc, pico",,,,3,1.5,4,0.05,3,1,4.5,0.5,1.5,0,na,0.05,0.1,1,0.1,25,1.2,0,na,0.25,1.1,1,0.1,0.05,0.15,0.05,0.3,25,2.5,0.05,0.5,0,70,1.5,0.5,0.05,0.05,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples032,"vs, mm",postfire,1yr,yes,3,,,,,"pije, cade abco",,,,50,48,8,4,6,48,9,0,na,0.05,0.5,0.05,0.5,0.05,0.1,12,0.7,0,na,0,na,0.05,0.1,0,na,0,na,0,17,10,2,0.05,25,0.05,25,15,3,3,,0,,,,,,,"bear poop, deer herbivory, sm mammal burrows",
TahoeNF,caples,2020,Caples075,"ag, km, pm",postfire,1yr,yes,1,,,,,"abco, abma, pije",11,128,2396,44,35,10,0,na,35,17,0.05,2.3,0.05,0.02,0,na,0.05,0.1,5,1,0,na,0,na,0,na,1,0.4,3,1.2,4,86.5,0.05,2,0.05,1,0.05,0,6,0.5,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples076,"ag, km, pm",prefire,NA,no,0,,,,,"abma, abco, pije",2.4,12,1,75,75,7.5,2,3,75,8,1,3,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0,na,0,82,0,15,"0.05 pije,abco",1,0.05,0.05,0,2,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples077,"km, vs, pm",prefire,NA,no,0,,,,,"abco, abma",3.6,316,956,38,38,30.5,0,na,38,30.5,3,1.5,0.05,0.5,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0.05,0.3,0,88,0,7,0.05,0,0,0.05,0,3,2,,0,,,,,,,"Basal area: 2 dead abma, 2 live abma, 18 live abco",
TahoeNF,caples,2020,Caples115,"ag, vs, pm, mm, km",postfire,1yr,yes,2,,,,,"pije, cade, abco",3,58,143,30,25,15.5,0,na,25,15.5,0.05,2,0.05,0.1,1,0.1,1,0.1,0,na,0,na,0,na,1,0.1,4,0.2,0.05,0.4,10,70.5,0.05,0,0.05,4,0.05,15,0.05,0.5,0.05,,0,,,,,,,Next to high severity patch,
TahoeNF,caples,2020,Caples122,"ag, pm, km",postfire,1yr,yes,2,,,,,"abco, cade, pije",1.67,18,1,76,75,4.5,5,4,75,14,0.05,1.5,0.05,0.2,1,0.5,1,0.5,18,1,0,na,0.05,1.1,1,0.4,0.05,0.2,0.05,0.05,0.05,58.5,2,0,0.05,3,1,33,1,1.5,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples125,"vs, mm",prefire,NA,no,0,,,,,"abma, abco, pila",25,20,3.45,75,51,5,0,na,51,5,21,3.5,5,0.1,0,na,31,0.5,5,0.2,0,na,22,1,31,0.5,1,0.1,3,0.4,1,87,2,0.05,1,0.05,2,0.05,0,3,3,,0,,,,,,,"spring in plot, add water tr / 1",
TahoeNF,caples,2020,Caples126,"ag, pm, km",postfire,1yr,yes,2,,,,,"pije, abco, stiocc",7.8,340,199,33,25,9,10,10,25,10,0,na,0.05,0.02,0.5,0.2,0.5,0.2,17,0.6,0,na,0,na,0.5,0.25,0.05,0.1,10,0.2,3,92.75,0.05,2,0.25,0,1,0.05,0.05,1,0.05,,0,,,,,,,regen intolerant,
TahoeNF,caples,2020,Caples127,"ag, pm, km",prefire,NA,no,0,,,,,"abco, abma, cade",1.44,4,110,62,40,5,2,17,40,5,5,3.5,1,0.3,0,na,15,1.3,0.05,0.1,0,na,15,1.3,15,0.5,0.05,0.05,6,0.5,10,84.7,0,1.5,0.05,1.5,0.05,0.3,0,2,0.05,,0,,,,,,,,
TahoeNF,caples,2020,Caples128,"vs, mm",prefire,NA,no,0,,,,,"abma, abco, brocar",10.8,300,174,43,35,10,1,7,35,15,0.05,2,0.05,0.1,0,na,0.05,0.2,0,na,0,na,0,na,0.05,0.2,5,0.1,3,0.5,3,82,0,7,0.05,1,2,0,0,2,3,,0,,,,,,,"Basal area: 10 live abma, 3 dead abma, light herbivory and use trail running through north0south through east section of plot",
private,LoneBobcatWoods,2020,lbw2,"ag, jw, bw, gp",prefire,NA,no,0,7,325,LL,UN ,"cade, pipo, arbmen",1.3,186,4118,80,65,,0.05,6,55,,10,3,13,0.6,0,na,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0.05,0.3,0.05,0.8,0,89,0,8,0.05,0,0,0,0,2,1,0.05,0,,,,,,,,
private,LoneBobcatWoods,2020,lbw3,"ag, jw, bw, gp",prefire,NA,no,0,11,352,LL,LL,"cade, quke",9.1,174,4136,100,100,,0,na,100,,0.05,1.5,1,0.5,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0,na,0,81.5,0,15,0.05,0,0,0,0,2.5,1,0.05,0,,,,,,,,
