site,PlotID,year,pre_post_fire,postTime,OBS,Species,Status,Lifeform,TSE#(by plot by sp.),TSE_HT_m(Of Tallest),TSE_Age(Of Tallest),TSA_DBH,TSA_Age,TSA_HT(m),TSA_cohort_ct,#resp,TRE# (by plot by sp.),TRE_HT_m(of tallest),TRE_Age(Of Tallest),NOTES,
shaverlake,SHL014,2021,prefire,NA,,QUEKEL,live,TSE,1,0.2,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,1,0.08,0,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,4,0.09,3,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,15,0.14,4,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,3,0.5,5,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,6,0.5,6,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,11,0.5,7,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,3,0.8,8,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,4,0.7,9,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,ABCO,live,TSE,4,0.66,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,CADE,live,TSE,129,0.45,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,CADE,live,TSE,1,0.05,0,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,CADE,dead,TSE,1,0.1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,PILA,live,TSE,3,0.54,9,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,PILA,live,TSE,3,0.5,6,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,PILA,live,TSE,1,0.17,4,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,PILA,live,TSE,2,0.2,3,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,PILA,live,TSE,2,0.4,5,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,PILA,live,TSE,4,0.5,7,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,QUEKEL,live,TSE,4,0.3,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL015,2021,prefire,NA,,yellowpine,live,TSE,1,0.1,1,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSE,7,0.1,1,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSE,2,0.2,5,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSE,1,0.2,4,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSA,na,na,na,7,>40,4.5,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSA,na,na,na,2.7,33,2.7,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSE,2,1.2,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSE,1,0.2,2,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,ABCO,live,TSE,1,0.3,0,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,CADE,live,TSE,8,0.1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,PILA,live,TSE,3,0.1,0,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,QUEKEL,live,TSE,27,0.3,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,segi,live,TSE,1,0.1,0,na,na,na,,na,na,na,na,,
shaverlake,SHL016,2021,prefire,NA,,yellowpine,live,TSE,1,0.1,0,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,ABCO,live,TSE,12,0.3,7,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,ABCO,live,TSE,5,0.3,5,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,ABCO,live,TSE,4,0.6,9,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,CADE,live,TSE,29,0.3,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,PILA,live,TSE,2,0.6,8,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,PIPO,live,TSE,1,0.7,5,na,na,na,,na,na,na,na,,
shaverlake,SHL017,2021,prefire,NA,,QUEKEL,live,TSE,2,0.2,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL018,2021,prefire,NA,,ABCO,live,TSE,1,0.4,8,na,na,na,,na,na,na,na,,
shaverlake,SHL018,2021,prefire,NA,,CADE,live,TSE,1,0.1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL018,2021,prefire,NA,,cornut,live,TRE,na,na,na,na,na,na,,na,120,2,>1,extrapolated,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,4,0.3,8,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,10,0.1,1,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,dead,TSE,1,0.2,6,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,5,0.2,4,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,4,0.2,5,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,2,0.1,2,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,3,0.3,6,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,ABCO,live,TSE,2,0.8,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,CADE,live,TSE,9,0.4,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,PILA,live,TSE,1,0.3,6,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,QUEKEL,live,TSE,1,0.1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL019,2021,prefire,NA,,yellowpine,live,TSE,1,0.2,4,na,na,na,,na,na,na,na,,
shaverlake,SHL020,2021,prefire,NA,,ABCO,live,TSA,na,na,na,2.9,18,2.6,,na,na,na,na,,
shaverlake,SHL020,2021,prefire,NA,,ABCO,live,TSA,na,na,na,3,>10,1.8,,na,na,na,na,,
shaverlake,SHL020,2021,prefire,NA,,ABCO,live,TSE,1,0.5,8,na,na,na,,na,na,na,na,,
shaverlake,SHL020,2021,prefire,NA,,samnig,live,TSA,na,na,na,1.3,>1,2.3,,na,na,na,na,,
shaverlake,SHL020,2021,prefire,NA,,samnig,live,TSA,na,na,na,1.8,>1,2.1,,na,na,na,na,,
shaverlake,SHL020,2021,prefire,NA,,samnig,dead,TSA,na,na,na,1,>1,2,,na,na,na,na,,
shaverlake,SHL021,2021,prefire,NA,,ABCO,live,TSE,8,0.7,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL021,2021,prefire,NA,,ABCO,live,TSE,7,0.5,5,na,na,na,,na,na,na,na,,
shaverlake,SHL021,2021,prefire,NA,,ABCO,live,TSE,1,0.05,1,na,na,na,,na,na,na,na,,
shaverlake,SHL021,2021,prefire,NA,,CADE,live,TSE,2,0.2,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL021,2021,prefire,NA,,PILA,live,TSE,2,0.4,6,na,na,na,,na,na,na,na,,
shaverlake,SHL021,2021,prefire,NA,,QUEKEL,live,TSE,4,0.2,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,4,0.07,2,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,5,0.14,3,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,6,0.17,4,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,6,0.18,5,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,6,0.2,6,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,4,0.28,7,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,ABCO,live,TSE,2,0.33,8,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,CADE,live,TSE,37,0.5,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,live,TSE,1,0.55,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,live,TSE,1,0.11,2,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,live,TSE,1,0.3,6,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,live,TSE,1,0.2,4,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,live,TSE,1,0.34,8,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,live,TSE,2,0.17,3,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,PILA,dead,TSE,1,0.13,4,na,na,na,,na,na,na,na,,
shaverlake,SHL022,2021,prefire,NA,,QUEKEL,live,TSE,4,0.3,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL023,2021,prefire,NA,,CADE,live,TSA,na,na,na,6.9,>1,2.2,,na,na,na,na,,
shaverlake,SHL023,2021,prefire,NA,,QUEKEL,live,TRE,na,na,na,na,na,na,,na,19,0.12,>1,,
shaverlake,SHL023,2021,prefire,NA,,QUEKEL,dead,TRE,na,na,na,na,na,na,,na,49,0.15,>1,,
shaverlake,SHL023,2021,prefire,NA,,QUEKEL,dead,TSA,na,na,na,4.5,>1,2.5,,68,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSE,8,1.1,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSE,3,1.2,10,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSE,2,0.9,9,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSE,4,1.1,8,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSE,1,0.3,6,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSE,2,0.3,5,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,dead,TSE,1,0.8,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSA,na,na,na,5,25,2.6,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSA,na,na,na,1.5,20,1.7,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSA,na,na,na,5,17,1.5,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,ABCO,live,TSA,na,na,na,5.5,26,2.2,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,CADE,live,TSE,33,0.9,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,CADE,live,TSE,2,0.03,0,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,CADE,dead,TSE,1,0.03,0,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,CADE,dead,TSE,1,1.1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,PILA,live,TSA,na,na,na,9,18,1.7,,na,na,na,na,,
shaverlake,SHL024,2021,prefire,NA,,QUEKEL,live,TSE,1,0.1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,4,1.2,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,4,0.5,9,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,3,0.5,8,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,1,0.3,7,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,2,0.25,6,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,1,0.23,5,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,1,0.12,4,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSE,2,0.14,3,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSA,na,na,na,4.8,30,3.2,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,dead,TSA,na,na,na,2.5,22,2.1,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,ABCO,live,TSA,na,na,na,1,17,1.7,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,PILA,live,TSE,2,1.1,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL025,2021,prefire,NA,,PILA,live,TSA,na,na,na,4.5,23,3,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSE,3,1.3,>10,na,na,na,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSA,na,na,na,0.4,>10,1.4,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSA,na,na,na,1.5,>10,1.9,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSA,na,na,na,2.15,>10,1.9,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSE,7,0.1,1,na,na,na,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSA,na,na,na,2.1,>10,3.2,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,ABCO,live,TSA,na,na,na,2.4,>10,4.5,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,CADE,live,TSE,11,1,>1,na,na,na,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,CADE,live,TSE,224,0.1,0,na,na,na,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,CADE,dead,TSE,2,0.1,0,na,na,na,,na,na,na,na,,
shaverlake,SHL026,2021,prefire,NA,,CADE,live,TSA,na,na,na,2.1,>1,3,,na,na,na,na,,
slypark,hcp1,2019,prefire,NA,,ABCO,live,TSE,93,7.5cm,0,,,,,,7,39,,,
slypark,hcp1,2019,prefire,NA,,CADE,live,tse,22,78cm,0,,,,,,14,34,,,
slypark,hcp1,2019,prefire,NA,,PIPO,live,TSE,4,7,0,,,,,,15,34.1,,,
slypark,hcp10,2019,prefire,NA,,CADE,live,TSE,11,9,0,,,,,,,,,,
slypark,hcp10,2019,prefire,NA,,PIPO,live,TSE,55,8,0,,,,,,,,,,
slypark,hcp10,2019,prefire,NA,,PIPO,dead,TSE,5,,,,,,,,,,,,
slypark,hcp10,2019,prefire,NA,,QUEKEL,live,TSE,2,9,1,,,,,,,,,,
slypark,hcp10,2019,prefire,NA,,QUEKEL,live,TSE,4,15,2,,,,,,,,,,
slypark,hcp10,2019,prefire,NA,,QUEKEL ,live,TSE,1,5,0,,,,,,,,,,
slypark,hcp11,2019,prefire,NA,,ABCO,live,TSE,1,5,0,,,,,,,,,,
slypark,hcp11,2019,prefire,NA,,PIPO,live,TSE,73,8,0,,,,,,,,,,
slypark,hcp11,2019,prefire,NA,,QUEKEL ,live,TSE,35,14,1,,,,,,,,,,
slypark,hcp2,2019,prefire,NA,,ABCO,live,TSE,61,6,0,,,,,,,,,,
slypark,hcp2,2019,prefire,NA,,CADE,live,TSE,15,8cm,0,,,,,,,,,,
slypark,hcp2,2019,prefire,NA,,PILA,live,TSE,21,11,1,,,,,,,,,,
slypark,hcp2,2019,prefire,NA,,psme,live,TSE,1,5,0,,,,,,,,,,
slypark,hcp2,2019,prefire,NA,,QUEKEL ,live,TSE,2,20,0,,,,,,,,,,
slypark,hcp2,2019,prefire,NA,,quwi,live,TSE,4,22,3,,,,,,,,,,
slypark,hcp3,2019,prefire,NA,,ABCO,live,TSE,10,5cm,0,,,,,,,,,,
slypark,hcp3,2019,prefire,NA,,CADE,live,TSE,1,7.1cm,0,,,,,,,,,,
slypark,hcp3,2019,prefire,NA,,PILA,live,TSE,8,8cm,0,,,,,,,,,,
slypark,hcp3,2019,prefire,NA,,PIPO,live,TSE,71,8.3cm,0,,,,,,,,,,
slypark,hcp3,2019,prefire,NA,,PIPO,dead,TSE,2,5cm,,,,,,,,,,,
slypark,hcp3,2019,prefire,NA,,QUEKEL,live,TSE,6,.61m,0,,,,,,,,,,
slypark,hcp4,2019,prefire,NA,,ABCO,live,TSE,13,5cm,0,,,,,,,,,,
slypark,hcp4,2019,prefire,NA,,CADE,live,TSE,2,8cm,0,,,,,,,,,,
slypark,hcp4,2019,prefire,NA,,PILA,live,TSE,11,10cm,0,,,,,,,,,,
slypark,hcp4,2019,prefire,NA,,PIPO,live,TSE,81,7cm,0,,,,,,,,,,
slypark,hcp5,2019,prefire,NA,,CADE,live,TSE,1,5cm,0,,,,,,,,,,
slypark,hcp5,2019,prefire,NA,,PIPO,live,TSE,53,9cm,0,,,,,,,,,,
slypark,hcp5,2019,prefire,NA,,PIPO,dead,TSE,1,,0,,,,,,,,,,
slypark,hcp5,2019,prefire,NA,,PSME,live,TSE,1,10cm,0,,,,,,,,,,
slypark,hcp6,2019,prefire,NA,,PIPO,live,TSE,54,9.5cm,0,,,,,,,,,,
slypark,hcp6,2019,prefire,NA,,PSME,live,TSE,11,5cm,1,,,,,,,,,,
slypark,hcp7,2019,prefire,NA,,CADE,live,TSE,91,60,10,,,,,,,,,,
slypark,hcp7,2019,prefire,NA,,PIPO,live,TSE,29,10,0,,,,,,,,,,
slypark,hcp7,2019,prefire,NA,,PIPO,dead,TSE,1,,,,,,,,,,,,
slypark,hcp7,2019,prefire,NA,,psme,live,TSE,13,8,0,,,,,,,,,,
slypark,hcp8,2019,prefire,NA,,CADE,live,TSE,1,11cm,0,,,,,,,,,,
slypark,hcp8,2019,prefire,NA,,PIPO,live,TSE,54,10cm,0,,,,,,,,,,
slypark,hcp9,2019,prefire,NA,,ABCO,live,TSE,2,5,0,,,,,,,,,,
slypark,hcp9,2019,prefire,NA,,CADE,live,TSE,7,7,0,,,,,,,,,,
slypark,hcp9,2019,prefire,NA,,PIPO,live,TSE,56,13,1,,,,,,,,,,
slypark,hcp9,2019,prefire,NA,,PIPO,dead,TSE,1,,,,,,,,,,,,
slypark,hcp9,2019,prefire,NA,,QUEKEL,live,TSE,5,7,0,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,ABCO,live,TSE,3,41,8,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,CADE,live,TSE,65,1.34,21,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,CADE,live,TSE,65,134,21,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,CADE,dead,TSE,9,,,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,PIPO,live,TSE,1,5,0,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,QUEKEL,live,TSE,6,40,11,,,,,,,,,,
slypark,spi1,2019,prefire,NA,,quwi,live,TSE,1,90,10,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSE,1,4,0,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSE,3,36,2,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSE,4,70,4,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSE,1,110,7,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,dead,TSE,1,,,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,2.1,8,2,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,1.1,10,1.8,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,1,10,1.7,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,2,6,1.3,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,2.4,6,1.4,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,2.5,6,1.4,,,,,,,
slypark,spi10,2019,prefire,NA,,CADE,live,TSA,,,,3.1,7,2,,,,,,,
slypark,spi10,2019,prefire,NA,,PIPO,live,TSE,13,4,0,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,PIPO,live,TSE,12,8,1,,,,,,,,,,
slypark,spi10,2019,prefire,NA,,PIPO,dead,TSE,2,,,,,,,,,,,,
slypark,spi11,2019,prefire,NA,,CADE,live,TSE,8,7,0,,,,,,,,,,
slypark,spi11,2019,prefire,NA,,CADE,live,TSE,1,44,4,,,,,,,,,,
slypark,spi11,2019,prefire,NA,,PIPO,live,TSE,9,10,1,,,,,,,,,,
slypark,spi11,2019,prefire,NA,,PIPO,live,TSE,64,8,0,,,,,,,,,,
slypark,spi11,2019,prefire,NA,,QUEKEL,live,TSE,2,6,0,,,,,,,,,,
slypark,spi11,2019,prefire,NA,,QUEKEL ,live,TSE,2,16,1,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,ABCO,live,TSE,4,8,0,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,ABCO,live,TSE,2,32,4,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,ABCO,live,TSE,2,15,2,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,CADE,live,TSE,7,8,0,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,CADE,live,TSE,4,30,3,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,CADE,live,TSE,3,50,5,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,PIPO,live,TSE,7,8,0,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,QUEKEL,live,TSE,2,8,0,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,QUEKEL,live,TSE,6,0.3,2,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,QUEKEL,live,TSE,7,80,3,,,,,,,,,,
slypark,spi2,2019,prefire,NA,,QUEKEL,live,TRE,2,12,1,,,,,,1,0.3,,,
slypark,spi3,2019,prefire,NA,,ABCO,live,TSE,1,50,10,,,,,,,,,dying,
slypark,spi3,2019,prefire,NA,,ABCO,live,TSE,1,11,4,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,CADE,live,TSE,2,3,0,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,CADE,live,TSE,3,10,5,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,PIPO,live,TSE,1,5,0,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,PSME,live,TSE,2,3.5,0,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,2,13,1,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,4,25,2,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,7,38,3,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,3,23,4,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,4,80,5,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,2,71,7,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,live,TSE,2,100,10,,,,,,,,,,
slypark,spi3,2019,prefire,NA,,QUEKEL,dead,TSE,3,,,,,,,,,,,,
slypark,spi4,2019,prefire,NA,,PIPO,live,TSE,2,8,0,,,,,,,,,,
slypark,spi4,2019,prefire,NA,,QUEKEL,live,TSE,1,11,0,,,,,,,,,,
slypark,spi4,2019,prefire,NA,,QUEKEL,live,TSA,1,150,4,,,,,,,,,,
slypark,spi4,2019,prefire,NA,,QUEKEL ,live,TSE,8,50,2,,,,,,,,,,
slypark,spi5,2019,prefire,NA,,CADE,live,TSE,2,7,1,-,-,-,,,,,,,
slypark,spi5,2019,prefire,NA,,CADE,live,TSE,1,14,5,-,-,-,,,,,,,
slypark,spi5,2019,prefire,NA,,PIPO,live,TSE,4,10,1,-,-,-,,,,,,,
slypark,spi5,2019,prefire,NA,,QUEKEL,live,TSE,1,20,5,-,-,-,,,,,,,
slypark,spi6,2019,prefire,NA,,ABCO,live,TSE,2,8,0,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CADE,live,TSE,3,5,0,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CADE,live,TSE,3,20,3,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CONU,live,TSE,10,6,0,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CONU,live,TSE,3,125,15,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CONU,dead,TSE,1,,,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CONU,live,TSE,1,75,5,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,CONU,live,TSA,1,200,6,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,PIPO,dead,TSE,1,,,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,psme,live,TSE,13,25,0,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,QUEKEL,live,TSE,5,15,5,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,QUEKEL,live,TSE,3,30,12,,,,,,,,,,
slypark,spi6,2019,prefire,NA,,QUEKEL,live,TSE,1,8,0,,,,,,,,,,
slypark,spi7,2019,prefire,NA,,CADE,live,TSE,1,6,0,,,,,,,,,,
slypark,spi7,2019,prefire,NA,,CADE,live,TSE,1,10,1,,,,,,,,,,
slypark,spi7,2019,prefire,NA,,CADE,live,TSE,1,60,6,,,,,,,,,,
slypark,spi7,2019,prefire,NA,,PIPO,live,TSE,39,8,0,,,,,,,,,,
slypark,spi7,2019,prefire,NA,,PSME,live,TSE,7,7,0,,,,,,,,,,
slypark,spi7,2019,prefire,NA,,PSME,live,TSE,1,8,1,,,,,,,,,,
slypark,spi8,2019,prefire,NA,,ABCO,live,TSA,-,-,-,4.4,15,3,,,,,,,
slypark,spi8,2019,prefire,NA,,ABCO,live,TSA,-,-,-,2.9,15,2.9,,,,,,,
slypark,spi8,2019,prefire,NA,,CADE,live,TSA,-,-,-,2.5,15,2.3,,,,,,,
slypark,spi8,2019,prefire,NA,,CADE,live,TSA,-,-,-,2.3,15,2.3,,,,,,,
slypark,spi8,2019,prefire,NA,,CADE,live,TSA,-,-,-,3.5,15,2.3,,,,,,,
slypark,spi8,2019,prefire,NA,,PIPO,dead,TSE,1,,,-,-,-,,,,,,,
slypark,spi8,2019,prefire,NA,,PIPO,live,TSE,8,7,0,-,-,-,,,,,,,
