project,site,year,plotid,obs,pre_post_fire,pre_post_thin,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,TRE_percent,TRE_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,ASH,CWD,stumps,CONES,Boulder/Bedrock,ROCK,SMROCK,BASALVEG,CRYPTOGRAMS,RD,BURNPILE,TOT_Black_percent,PRE % SHRUB COVER,%FORB SCORCH,%GRAM SCORCH,shrub_scorch_percent,shrub_torch_percent,shrub_unburn_percent,%UNDERSTORY TORCH,%UNDERSTORY SCORCH,history,NOTES,
CPFMP,frenchmeadows,2019,fm19-18,la rh nr ms,prefire,,NA,no,0,24,161,LL,LL,"cade,abco,pipo",7.4,24,2276,70,70,24,5,20,65,24,0,,0.5,2,0,,0,,0,,0,,0,,0,,0,,0.05,0.35,0,67,0,0,30,,1,0,0,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-19,la rh nr ms,prefire,,NA,no,0,29,161,LL,LL,"cade,abco,pila",4.1,11,2230,43,40,,1,,40,,,,0.05,0.1,0,,3,0.6,0,,0,,3,0.6,3,0.4,0,,0,,0.05,73.5,0,0,25,,0.05,0,0,0.5,1,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-2,rh.ms.nr.ag,prefire,,NA,no,0,34,69,LL,LL,"abco,cade,abma",6.4,14,78,70,45,11,0.05,3,45,11,1,4,0.05,0.02,0,x,20,0.3,0,x,0,x,0.05,0.5,20,0.3,0.05,0.1,0.05,0.4,0.05,94,0,0,4,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-20,la rh nr ms,prefire,,NA,no,0,34,176,LL,LL,"abco,pipo,sasc",10.2,5,898,80,80,,0.5,,79.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.05,78,0,0,20,,0.05,,0.5,0.05,1.5,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-21,la rh ms nr,prefire,,NA,no,0,33,138,LL,LL,"abco,abma,cade",2.45,48,744,95,90,,,,90,,0.05,2.3,0.05,1.2,0,,18,0.75,0,,0,,17.5,0.75,18,0.4,0.5,0.35,0.05,0.25,0.05,83.5,0,0,15,,tt,0,0.05,0.05,1.5,,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-3,rh.ms.nr.ag,prefire,,NA,no,0,27,70,LL,LL,"abma, abco,cade",6,24,79,45,43,15,0.05,10,43,15,0.05,2,0.05,0.02,0,x,5,0.3,0,x,0,x,0,x,5,0.3,0.05,0.1,0.05,0.3,0,77,0,0.05,20,,0.05,0,0,0.05,3,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-4,rh.ms.nr.ag,prefire,,NA,no,0,30,240,LL,LL,"abco,cade,pije",9,38,80,70,70,15,0.05,4,70,15,0.05,3,0.05,0.02,0,x,0.05,0.2,0,x,0,x,0,x,0.05,0.2,0.05,0.2,0,x,0.05,93,0,0,4,,0.05,0,0,0.05,3,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-5,rh.ms.nr.ag,prefire,,NA,no,0,32,150,LL,LL,"abco, abma, cade",8,14,81,65,65,19,0.05,6,65,19,0.05,3,0.05,0.02,0,x,0.05,0.3,0,x,0,x,0,x,0.05,0.3,0.05,0.1,0.05,0.3,0.05,96,0,0,1,,0.05,0,1,0.05,2,0,0,,,,,,,,,,,,tons of Caterpillar  frass!!,
CPFMP,frenchmeadows,2019,fm19-6,nr ag ms rh,prefire,,NA,no,0,36,89,LL,LL,"pije,abco,qmba",7,110,82,60,7,15,0.05,5,7,15,0.05,1.5,0.05,7,0,x,45,0.6,0.05,0.2,0,x,10,0.6,45,0.4,2,0.35,0.05,0.2,0,69,0,0,0.05,,0.05,10,0.05,20,1,0,0,,,,,,,,,,,,no cade nearest regen was found,
CPFMP,frenchmeadows,2019,fm19-7,rh.ms.nr.ag,prefire,,NA,no,0,50,70,LL,LL,"abma,pimo,quva",8,72,83,65,23,7.9,0.05,9,22,7.9,1,3,2,1,0,x,40,0.5,0,x,0,x,10,0.6,40,0.3,0.05,0.4,0.05,0.3,0.05,95,0,0,3,,0.05,0.05,0.05,1,1,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-8,rh.ms.nr.ag,prefire,,NA,no,0,41,87,LL,LL,"cade, abco, pije",3.7,5,99,66,65,10,0.05,4.5,65,10,1,3,0.05,0.02,0,x,2,0.4,0.05,0.3,0,x,1,0.7,2,0.4,0.05,0.3,0.05,0.3,2,92,0,0,3,,0.05,0.05,0.05,1,2,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-9,rh.ms.nr.ag,prefire,,NA,no,0,44,128,LL,LL,"cade, pije, quva",4.3,1,100,65,25,13,0,x,25,13,0.05,3,0.05,0.02,0,x,50,0.7,0.05,0.3,0,x,30,1,50,0.3,0.05,0.1,0.05,0.4,0.05,94,0,0,0.05,,0.05,0.05,1,4,1,0.05,0,,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM001,"zm, bk, kw, mm",postfire,,1yr,no,0 - unburned,3,305,,,,8.4,205,4201,95,53,,0,na,53,,tr,1.6,tr,0.8,0,na,56,4.9,5,1.5,,,,,,,1,0.3,9,0.45,tr,98,0,0,,,,,tr,,2,,,,,,,,,,,,,,"hydra arme in NE part of plot, removed tags of arcto1 -TOV to SH",
CPFMP,henrycoe,2021,HCM001,"km, mm, sb",prefire,,NA,no,0,3,305,LL,LL,"arbmen, quag, qulo",8.4,205,4201,99,42,1.3,0,na,40,15,1.25,1.8,1,0.4,0,na,88,8,16,1.9,59,8,61,1.8,88,0.5,1.25,0.3,42,0.4,0,98.5,0,0,0.5,,tr,0,0,tr,1,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM002,"zm, mm",postfire,,1yr,no,0 - unburned,10,153,,,,4.8,240,4220,85,80,,tr,0.3,80,,tr,2.3,tr,0.4,tr,0.45,tr,0.5,0,na,,,,,,,tr,0.4,2,0.4,tr,99,0,0,,,,,tr,,1,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM002,"km, mm, sb",prefire,,NA,no,0,10,153,LL,LL,"quag, quke, pipo",4.8,240,4220,96,84,13,tr,1.4,84,13,tr,1.9,tr,0.2,0,na,0.75,0.5,0,na,0.25,2,tr,0.7,0.5,0.5,1.5,0.2,37,0.3,0,98.25,0,0,0.5,,tr,0,0,tr,1.25,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM003,"zm, bk, kw, mm",postfire,,1yr,no,0 - unburned,33,135,,,,6.5,204,4835,60,37,,tr,na,37,,tr,2.1,tr,0.8,tr,2.5,17,5.5,4,3.2,,,,,,,1.5,0.5,11,0.35,tr,100,0,0,,,,,tr,,tr,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM003,"km, mm, sb",prefire,,NA,no,0,33,135,LL,LL,"quag, pisa, quke",6.9,208,4835,80,46,4,0.25,7.1,45,4,1.25,2.7,0.25,0.5,0,na,23,7,4,3.3,19,7,22,1.8,23,0.5,2,0.3,11,0.8,0,94.5,0,0,5,,tr,0,0,tr,0.5,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM004,"zm, bk, kw, mm",postfire,,1yr,yes,1,6,88,,,,9.8,10,4834,85,40,,0,na,40,,0,na,tr,0.15,0,na,tr,0.55,tr,0.35,,,,,,,2,0.3,44,0.8,3,91,5,0,,,,,1,,tr,,,,,,,,,,,,,,5 piles burned,
CPFMP,henrycoe,2021,HCM004,"km, mm, sb",prefire,,NA,no,0,6,88,CV,LL,"quag, quke, pisa",9.8,2,4834,78,47,11,tr,0.1,47,11,0,na,0.25,0.5,0,na,0.25,0.4,0,na,0,na,0,na,0.25,0.4,5,0.2,55,0.4,0.75,91.25,0,0,0.25,,tr,0,0,2,0.25,tr,0,5.5,,,,,,,,,,,W end of transect pin flag 15.3m from center to stay clear of burn pile,
CPFMP,henrycoe,2022,HCM005,"zm, bk, kw, mm",postfire,,1yr,yes,1,30,101,,,,3.4,269,4235,70,39,,0,na,39,,tr,1.8,tr,0.25,0,na,17,3.7,0,na,,,,,,,1,0.35,16,0.5,tr,98,tr,0,,,,,2,,tr,,,,,,,,,,,,,,"burned ground on N side of plot, mulch and burn piles around plot",
CPFMP,henrycoe,2021,HCM005,"km, mm, sb",prefire,,NA,no,0,30,101,CC,CC,"quag, qudo, pipo",3.4,269,4235,95,60,9,tr,0.3,60,9,tr,1.5,tr,0.1,tr,0.2,49.5,4,0,na,46,4,30,1.8,5,0.5,tr,0.1,9.5,0.3,0,98.75,0,0,tr,,0,0.75,tr,tr,0.5,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM006,"zm, bk, kw, mm",postfire,,1yr,no,0 - unburned,21,110,,,,4.9,215,4245,90,65,,tr,na,65,,tr,2.5,tr,0.5,tr,0.3,28,6.3,7,4.5,,,,,,,tr,0.3,12.5,0.5,tr,99,0,0,,,,,tr,,1,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM006,"km, mm, sb",prefire,,NA,no,0,21,110,LL,LL,"quag, quke, pisa",4.9,215,4245,99,80,9,tr,0.3,80,9,1,2.3,0.25,0.2,0,na,45,3.8,12,0.9,42,3.8,26,1.8,27,0.5,0.25,0.2,24,0.4,tr,95,0,0,4,,.25 pisa,0,0,0.25,0.75,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM007,"zm, bk, kw, mm",postfire,,1yr,yes,1,6,144,,,,8.8,242,4833,90,85,,tr,na,85,,tr,1.4,tr,0.9,0,na,5,0.4,0,na,,,,,,,1,0.35,8,0.5,tr,99,tr,0,,,,,tr,,1,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM007,"km, mm, sb",prefire,,NA,no,0,6,144,LL,LL,"quag, quke, pipo",8.8,242,4833,97,90,15,0.5,6,90,15,1.25,1.7,0.25,0.2,0,na,7.5,4,2.25,1,6.5,4,7.5,1.8,5,0.5,2,0.2,8,0.3,0,99,0,0,0.5,,tr,0,0,tr,0.5,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM008,"zm, mm",postfire,,1yr,yes,1,15,285,,,,11,250,4855,70,44,,0,na,44,,tr,1.7,tr,0.4,tr,0.6,24,5.2,0,na,,,,,,,1,0.4,8,0.45,tr,100,tr,0,,,,,tr,,tr,,,,,,,,,,,,,,corrected pinus sp.,
CPFMP,henrycoe,2021,HCM008,"km, mm, sb",prefire,,NA,no,0,15,285,LL,LL,"quag, qudo, pisa",11,250,4855,92,68,17,tr,0.4,65,17,0,na,tr,0.1,0,na,23,8,0,na,22,8,17,1.8,5,0.5,3,0.2,35,0.4,0,99.5,0,0,tr,,.5 pisa,0,tr,tr,0.5,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM009,"zm, bk, kw, mm",postfire,,1yr,yes,1,30,310,,,,10.5,202,4870,75,60,,0,na,60,,2,2.4,tr,0.5,tr,0.3,2,2,2,0.8,,,,,,,2,0.4,18,0.6,tr,100,tr,0,,,,,tr,,tr,,,,,,,,,,,,,,lots of pipo regen in n around plot,
CPFMP,henrycoe,2021,HCM009,"km, mm, sb",prefire,,NA,no,0,30,310,LL,LL,"quke, pipo, umbcal",10.5,202,4870,94,83,16,tr,0.6,83,16,3,1.8,tr,0.1,0,na,5,2.7,3,0.5,4.5,2.7,4.75,1.8,3.25,0.5,3,0.4,44,0.3,tr,98,0,0,0.75,,tr,0,tr,0.5,0.75,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM010,"zm, bk, kw, mm",postfire,,1yr,yes,1,34,8,,,,10,208,4257,80,58,,0,na,58,,0,na,tr,0.35,tr,0.4,20,6.5,5,4,,,,,,,2,0.4,17,0.5,tr,99,tr,0,,,,,tr,,1,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM010,"km, mm, sb",prefire,,NA,no,0,34,8,LL,LL,"quke, pipo, umbcal",10,208,4257,99,85,9.2,0,na,85,9.2,0,na,0.25,0.4,0,na,28,9,4,0.6,22,9,5,1.8,4,0.5,3,0.2,30,0.6,1,95.5,0,0,2,,0,0,0,tr,0.5,tr,0,1,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM011,"zm, bk, kw, mm",postfire,,1yr,yes,1,11,4,,,,7.5,296,4263,75,56.5,,0,na,55,,tr,1.5,tr,1,1.5,0.7,16,0.9,1,0.7,,,,,,,2,0.4,13,0.8,0,99,tr,0,,,,,tr,,1,,,,,,,,,,,,,,dense arme regen on W of plot,
CPFMP,henrycoe,2021,HCM011,"km, mm, sb",prefire,,NA,no,0,11,40,LL,LL,"quke, pipo, arbmen",7.5,296,4263,80,52.75,12,tr,1.1,52,12,1,3,0.75,0.6,0,na,15.5,0.8,tr,1.1,4.25,3.1,15,0.8,13,0.5,2.25,0.2,8,0.6,tr,95,tr,0,4,,tr pipo,0,0,tr,1,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM012,"zm, bk, kw, mm",postfire,,1yr,no,0 - unburned,25,88,,,,7,280,4879,95,46,,6,15,40,,0,na,tr,0.2,0,na,55,6.8,0,na,,,,,,,3,0.2,15,0.5,1,99,0,0,,,,,tr,,tr,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM012,"km, mm, sb",prefire,,NA,no,0,25,88,LL,LL,"qudo, pipo, quag",10.25,252,4876,84,40,8,4,5,40,8,tr,2.4,0.5,0.6,0,na,48,3,0,na,39,3,35,1.8,20,0.5,5,0.3,10,0.2,0.75,98,0,0,0.5,,0,0,0,tr,0.75,tr,0,0,,,,,,,,,,,,
CPFMP,henrycoe,2022,HCM013,"zm, bk, kw, mm",postfire,,1yr,yes,1,19,11,,,,6.7,227,463,37,tr,,tr,na,tr,,0,na,0,na,tr,0.6,26,3.2,4,1.6,,,,,,,1,0.35,9,0.5,2,93,5,0,,,,,tr,,tr,,,,,,,,,,,,,,nice mother pipo on north side,
CPFMP,henrycoe,2021,HCM013,"km, mm, sb",prefire,,NA,no,0,19,11,CV,LL,"qudo, pipo, quke",6.7,227,463,62,21.5,7,0.25,5.4,21,7,1,3.5,0.5,0.2,tr,0.1,42,3,9,1,33,3,36,1.8,39,0.5,1,0.1,1.5,0.4,0.75,83.75,0,0,1.5,,tr,0,tr,0.75,0.25,tr,0,13,,,,,,,,,,,E transect pin flag at 13.3m to extend far enough past burn pile. all measurements still taken based on 11.3 radius. slight trail running through plot,
CPFMP,henrycoe,2022,HCM014,"zm, bk, kw, mm",postfire,,1yr,yes,1,24,0,,,,3.8,204,498,98,75,,tr,na,75,,0,na,tr,0.3,0,na,6,1.2,0,na,,,,,,,1,0.5,30,0.6,tr,100,tr,0,,,,,tr,,tr,,,,,,,,,,,,,,,
CPFMP,henrycoe,2021,HCM014,"km, mm, sb",prefire,,NA,no,0,24,0,CV,LL,"quke, qudo, pipo",3.8,204,498,92,75,15,1,3.6,75,15,0,na,tr,0.2,tr,0.1,16,0.9,tr,0.5,6,5,8,0.9,11,0.5,4.25,0.3,18,0.4,tr,97.5,0,0,1.75,,0,0,0,tr,0.75,tr,0,0,,,,,,,,,,,,
CPFMP,slypark ,2019,hcp01,ag.nr.ms.rh,prefire,,NA,no,0,29,313,LL,LL,"cade,abco,psme",3.8,15,7,70,62,27,0.05,17,59,27,1,1,0,0,,,0.05,0.2,0,0,0,0,0,0,0.05,0.2,1,0.5,0.05,0.75,0.05,95.5,0,0,3,,0.05,0,0,0,1.5,0,0,,,,,,,,,,,,,
CPFMP,slypark,2019,hcp10,ag.nr.ms.rh,prefire,,NA,no,0,26,179,LL,LL,"pipo,cade,psme",3.3,14,59,85,85,27,0,0,65,27,0,,0.05,0.09,0.05,0.5,0.05,0.3,0,0,0,0,0,0,0.05,0.2,27,0.25,0.05,0.4,0.05,99,0,0,0,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,slypark,2019,hcp11,ag.nr.ms.rh,prefire,,NA,no,0,42,186,LL,LL,"psme,quke,cade",6.3,30,68,90,60,40,0,0,60,40,0,0,0.05,0.08,0.05,0.1,0.05,0.3,0,0,0,0,0.05,0.5,0.05,0.3,25,0.25,2,0.4,1,98,0,0,0.05,,0.05,0,0.05,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,slypark ,2019,hcp02,ag.nr.ms.rh,prefire,,NA,no,0,19,249,LL,LL,"cade,abco, psme",2.6,74,17,40,40,23,0.05,9,40,50,1.5,0.2,0,0,,,0.05,0.2,0,0,0,0,0,0,0.05,0.2,1,0.1,0.05,0.5,0.05,96,0,0,3,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,heavy mastication,,
CPFMP,slypark,2019,hcp03,nr.ag.rh.ms,prefire,,NA,no,0,14,244,LL,LL,"pipo,psme,cade",9,4,23,70,65,29,0,0,65,29,0,0,1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8,0.05,0.3,0,97,0,0,1,,0.05,0,0,0,2,0,0,,,,,,,,,,,,,
CPFMP,slypark,2019,hcp04,nr.rh.ms,prefire,,NA,no,0,14,194,LL,LL,"psme,pipo,cade",8.9,98,33,55,52,24,0,0,52,24,0,0,0.05,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.13,0.05,1,0,98,0,0,0.05,,0.05,0,0,0,2,0,0,,,,,,,,,,,piles to burn on sw quad on plot and w of plot,,
CPFMP,slypark,2019,hcp05,nr.ag.rh.ms,prefire,,NA,no,0,17,219,UN,CV,"pipo,quke,chfo",9.5,32,SPI0 no tag,75,15,15,0,0,15,15,0.05,1.4,0.05,0.7,0,0,4,0.5,0.05,0.1,0,0,2,0.5,2,0.25,55,0.2,2,1,1,97,0,0,0,,0.05,0,0,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,slypark,2019,hcp06,nr.ag.rh.ms,prefire,,NA,no,0,32,199,LL,UN,"pipo,psme,cein",9.3,27,SPI0 no tag,75,40,23,0,0,40,23,0.05,2,0.05,0.3,1,1.5,25,1,0,0,0.05,2.2,17,1.2,25,0.4,30,0.3,1,1,0.05,98,0,0,0.05,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,slypark ,2019,hcp07,ag.nr.ms.rh,prefire,,NA,no,0,16,298,LL,UN,"pipo, cade, quke",9,11,SPI0no tag,70,35,18,0,0,35,30,0.05,0.5,0.05,0.08,0,0,1,0.75,0,0,0,0,0.05,0.5,1,0.3,55,0.2,,0.05,0.05,98,0,0,0,,0.05,0,0.05,0.05,1,0,0,,,,,,,,,,,edge of summit and shoulder,,
CPFMP,slypark ,2019,hcp08,ag.nr.ms.rh,prefire,,NA,no,0,0,0,CC,CC,"pipo,quke,chfo",10,53,SPI0no tag,90,30,19,0,0,30,34,0,0,0.05,0.08,0,0,0.05,0.3,0,0,0,0,0,0,0.05,0.3,80,0.25,0.05,0.7,0.05,99,0,0,0.05,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,at summit energy healing arrowhead,,
CPFMP,slypark,2019,hcp09,ag.nr.ms.rh,prefire,,NA,no,0,16,300,LL,LL,"quke,cade,pipo",6,17,47,92,75,20,0,0,75,20,0,0,0.05,0.05,0,0,0.05,0.2,0,0,0,0,0,0,0.05,0.2,35,0.13,0.05,0.6,0.05,97.5,0,0,1.5,,0.05,0,0.05,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,Independence,2020,Indy01,"km, pm",prefire,,NA,no,0,2,65,LL,LL,"PICO, carex, aster",4,20,1565,98,62,14,0.5,9,60,14,8,3,0.5,0.03,0,na,0,na,0,na,0,na,0,na,0,na,25,0.07,80,0.1,1,75,0,0,1.5,,"0.5, PICO",0.25,1,0.5,20,0.05,0,,,,,,,,,,,,heavily grazed,
CPFMP,Independence,2020,Indy03,"VS, MM",prefire,,NA,no,0,24,30,UN,UN,"SYRO, MONODO, ABCO",10,12,1401,59,19,24,0,na,15,24,5,1.75,0.05,0.1,0,na,29,1.7,0.05,0.5,0.05,2,5,1.7,29,0.1,11,0.2,0.05,0.3,23,57.5,0.05,0,1,,0.05,1,0.05,16,1,0.05,0,,,,,,,,,,,,"sm mammal burrows, big red ant hill",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy05,"VS, MM",prefire,,NA,no,0,16,45,CV,CV,"ABCO, CEVE, MONODO",10,3,1390,51,30,4,0,na,28,4,2,1.1,0.05,0.2,0,na,19,1.7,0.05,1.7,0,na,13,1.7,19,0.5,0.05,0.3,1,0.3,28,47,0,0,2,,0.05,0.05,0.05,22,1,0.05,0,,,,,,,,,,,,sm mammal burrows,top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy06,"VS, MM, JW",prefire,,NA,no,0,4,350,LL,CV,"PIJE, CEAPRO, CEVE",4,4,1342,58,22,12,0,na,19,12,6,2.5,0,na,0,na,25,0.1,0,na,6,1.9,12,1.5,25,0.1,8,0.3,0.05,0.3,17,60,0,0,1,,1,4,1.5,14,1,0,0,,,,,,,,,,,,"treated, wood chips, sm mammal burrows, anthills, shifted 5 m from trail, trail on margin. PlotID in tree tab was recorded as Indy16, but realized that there was no Indy06 tree data and two witness tress in Indy16 data",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy07,"VS, MM, JW",prefire,,NA,no,0,2,280,LL,LL,"ABCO, PICO, PIJE",8,20,1101,30,20,10,0.05,2.2,20,10,0.05,7,0,na,0,na,0.05,0.1,0,na,0,na,0,na,0.05,0.2,10,0.5,0.05,0.3,28,20,0.05,0,2,,0.05,3,3,40,1,0.05,0,,,,,,,,,,,,"sm mammal burrows, anthills",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy08,"VS, MM, JW",prefire,,NA,no,0,18,260,UN,UN,"PICO, ABCO, PIJE",6,2,1121,41,41,6,0,na,40,6,1,5.5,0.05,0.1,0,na,1,0.3,0,na,0,na,0.05,0.6,1,0.3,2,0.5,0.05,0.3,2,89,0,0,0.05,,0.05,4,2,1,2,0.05,0,,,,,,,,,,,,"sm mammal burrows, anthills; shifted 2.5",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy09,"VS, MM, JW",prefire,,NA,no,0,14,na,CV,CV,"PICO, ABCO, ALNRHO",5,24,1196,66,56,5,0.05,,38,4,16,5,0.05,0.1,0,na,13,0.3,0,na,0,na,0,na,13,0.5,14,0.4,1,1.3,6,77,0,0,4,,2,3,0.05,6,2,0.05,0,,,,,,,,,,,,"sm mammal burrows, browsing",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy10,"VS, MM, JW",prefire,,NA,no,0,14,50,UN,CC,,10,7,1178,40,54,6.5,0,na,38,6.5,4,5.5,0.05,0.3,0,na,28,1.7,0,na,0,na,12,1.7,28,0.5,3,0.3,0.05,0.3,6,90,0,0,0.5,,0.05,0,2,0.05,1.5,0.05,0,,,,,,,,,,,,rabbit scat,top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy11,"VS, MM",prefire,,NA,no,0,3,45,UN,UN,"arnica, CEVE, ABMA",10.5,55,1406,51,18,21,0,na,14,21,4,11.3,0,na,0,na,10,1.7,0,na,0.05,1.9,10,1.7,10,0.5,27,0.3,1,0.3,8,85,0.05,0,1,,1,1,0.05,2,1,0.5,0,,,,,,,,,,,,"treaded, woodchips; small mammal burrows, anthills, skid trails",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy12,"km, pm",prefire,,NA,no,0,7,29,LL,LL,"PICO, MONODO, penstamon",9.3,34,1251,55,22,14,0,na,20,14,3,1.5,1.75,0.05,0,na,5,0.6,0,na,0,na,4,0.6,5,0.5,27,0.25,8,0.25,0.5,96.75,0,0,0.5,,0.05,0.25,0.05,0.25,0.75,0.05,0,,,,,,,,,,,,"masticated, chipping on site",
CPFMP,Independence,2020,Indy13,"km, pm",prefire,,NA,no,0,11,21,LL,LL,"ABCO, ABMA, MONODO",10.1,163,1264,46,42.25,14,0.05,2.6,42,14,0.25,2.4,0.25,0.3,0,na,0.05,0.4,0,na,0,na,0,na,0.05,0.4,0.75,0.3,0.05,0.2,3,91.75,0,0,1,,0.05,2,0.05,0.5,1.5,0.05,0,,,,,,,,,,,,masticated,
CPFMP,Independence,2020,Indy14,"VS, MM",prefire,,NA,no,0,8,350,CV,CV,"PIJE, ARCNEV, ABCO",7,24,1411,30,28,11,0,na,27,11,1,1.4,0.05,0.4,0,na,14,0.3,0,na,0,na,1,1.7,14,0.2,2,0.3,0.05,0.3,27,35,0.05,0,3,,0.05,4,1,28,2,0.05,0,,,,,,,,,,,,"sm mammal burrows, anthills",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy16,"VS, MM, JW",prefire,,NA,no,0,4,235,LL,CV,"arnica, PICO, POTR",6,66,1332,53,29,11,0.05,8.5,22,12,7,2.5,0.05,0.5,8,2.5,4,0.2,0,na,0,na,0,na,4,0.2,19,0.3,1,0.3,31,44,0,0,2,,0.05,7,2,13,1.5,0.05,0,,,,,,,,,,,,"treated, wood chips, sm mammal burrows",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy17,"VS, MM, JW",prefire,,NA,no,0,1,na,LL,LL,"ABCO, PICO, arnica",7,4,1320,26,20,15,0.05,7,19,16.3,2,0.9,0.05,0.1,1,1.9,2,0.3,0,na,0,na,0,na,2,0.3,4,0.3,0.05,0.2,2,92,0.05,0,2,,1,1,1,0.05,1.5,0.05,0,,,,,,,,,,,,"treated, wood chips, sm mammal burrows, bar log thrash, adjacent monitoring flags n tags",top3 existing veg determined from species cover% during QAQC 0 KM
CPFMP,Independence,2020,Indy18,"ag, km, pm",prefire,,NA,no,0,16,292,LL,LL,"QUEVAC, ABCO, ARCNEV",6.3,48,1089,85,22,7,2,7,20,6,2,1.7,0.5,1.3,0,na,70,0.8,0,na,0,na,60,0.8,70,0.5,2.5,0.25,2.5,0.2,1,76.5,0,0,6,,0.05,12,1,2,1.5,0.05,0,,,,,,,,,,,,,
CPFMP,Independence,2020,Indy19,"km, pm",prefire,,NA,no,0,3,5,LL,LL,"PIJE, CEVE, ABCO",3.2,9,1272,54,43,17,0,na,42,17,1,2.2,1.25,0.7,0,na,15,1.5,0,na,3,1.9,15,1.5,15,0.5,1,0.25,0.05,0.2,0.05,91.75,0,0,1.5,,"0.75, PIJE",5,0.05,0.05,0.75,0.05,0,,,,,,,,,,,,,
CPFMP,Independence,2020,Indy20,"VS, MM",prefire,,NA,no,0,6,0,CV,LL,"CEVE, ABCO",10,18,1430,35,5,6,0,na,3,6,2,1.6,0.05,0.5,0,na,28,1.8,2,0.5,14,1.9,28,1.8,28,0.5,3,0.4,1,0.4,1,92,0.05,0,0.05,,0.05,5,1,0.05,0.5,0.05,0,,,,,,,,,,,,"treaded, woodchips; small mammal burrows",top3 existing veg determined from species cover% during QAQC 0 KM
