project,site,year,plotid,obs,pre_post_fire,pre_post_thin,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,TRE_percent,TRE_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,ASH,CWD,stumps,CONES,Boulder/Bedrock,ROCK,SMROCK,BASALVEG,CRYPTOGRAMS,RD,BURNPILE,TOT_Black_percent,PRE % SHRUB COVER,%FORB SCORCH,%GRAM SCORCH,shrub_scorch_percent,shrub_torch_percent,shrub_unburn_percent,%UNDERSTORY TORCH,%UNDERSTORY SCORCH,history,NOTES,
CPFMP,shaverlake,2021,SHL010,"jw, km, mm, sb",prefire,,NA,no,1,22,218,LL,LL,"cade, abco, pila",5.5,188,4170,59,58,30,1.5,6,57,30,2,2,1.75,0.3,0,na,1.25,0.3,tr,0.2,0,na,tr,0.7,1.25,0.3,0.25,0.1,tr,0.3,1,94.5,3,tr,0,,tr,tr,tr,0,1.5,tr,0,,,,,,,,,,,,.25% of tof from fern,
CPFMP,shaverlake,2022,SHL011,"tp, zm, bk, kw, mm",postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,78,18,tr,1,,tr,0.5,tr,tr,0.5,0,,,,,,,,,,5,70,,,
CPFMP,shaverlake,2021,SHL011,"km, mm, sb",prefire,,NA,no,0,26,250,LL,LL,"cade, abco, pipo",10.7,189,4301,51,41,33,tr,0.1,39,33,0.5,1.6,2,0.5,0,na,10.75,0.3,0,na,0,na,2,1.2,10.75,0.3,0.25,0.2,1.25,0.3,0,80.75,18,tr,0,,0,tr,tr,0,1.25,tr,0,,,,,,,,,,,,"mechanical thinning, downed timber bucked in large chunks",
CPFMP,shaverlake,2021,SHL012,"km, mm, sb",prefire,,NA,no,0,18,205,CC,LL,"cade, quke, abco",7.3,182,4308,92,85,5,9,5,80,5,2.75,1.9,6,0.5,0,na,16,0.3,0,na,0,na,tr,0.55,16,0.3,0,na,0,na,0,95,0,0,0.5,,tr,1,0,tr,3.5,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2021,SHL013,"km, mm, sb",prefire,,NA,no,1,11,110,LL,LL,"cade, abco, pije",10,276,4362,60,28,2.1,1,2.5,19,8,9,2.1,3,0.9,0,na,35,1.7,0,na,7,2,32,1.7,35,0.5,2,0.2,9,0.8,3,95.25,1.5,0,0,,tr,tr,tr,0,0.25,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2022,SHL014,"tp, zm, bk, kw, mm",postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,83.5,15,tr,tr,,tr,0,0,tr,1.5,tr,,,,,,,,,,7,30,,"marked as burned in 2021, butburned again more significantly (bole char, scorch, and torch) in spring2022 burn",
CPFMP,shaverlake,2021,SHL014,"km, mm, sb",prefire,,NA,no,1,9,29,CV,LL,"pipo, pila, cade",5,248,4186,65,42,8,tr,0.4,40,8,3,3,0.25,0.3,0,na,30,1.7,2.25,1.7,5,2.3,27,1.7,30,0.5,0.5,0.1,0.75,0.9,8.5,86.25,tr,0,1.75,,.25 pila,0,0,tr,3.25,tr,0,,,,,,,,,,,,2.25 of bare is from a bike trail on the eest side of plot,
CPFMP,shaverlake,2022,SHL015,"tp, zm, bk, kw, mm",postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.5,5,tr,2,,tr,1,0.5,tr,tr,0,,,,,,,,,,tr,tr,,quke,
CPFMP,shaverlake,2021,SHL015,"km, mm, sb",prefire,,NA,no,0,21,101,CC,CC,"cade, abco, quke",1.3,215,4378,80,58,11,1,25,55,11,2.5,2,3.5,0.6,0.25,0.5,11.5,1.1,0,na,0,na,10.5,1.1,11.5,0.5,7.5,0.2,2,0.3,0.25,90.75,tr,0,5,,tr,3,tr,tr,1,tr,0,,,,,,,,,,,,7% of tof from fern,
CPFMP,shaverlake,2022,SHL016,"tp, zm, bk, kw, mm",postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,94.5,tr,0,3,,1,0,0,tr,1.5,tr,,,,,,,,,,tr,tr,,pila,
CPFMP,shaverlake,2021,SHL016,"km, mm, sb",prefire,,NA,no,0,15,86,LL,LL,"cade, pila, abco",8.3,182,4392,87,86,6,5.75,6,85,14,2.25,2.5,1.5,0.2,0.5,1,0.75,0.4,0,na,0,na,tr,0.6,0.75,0.4,0.75,0.4,tr,0.3,0.25,92.75,tr,0,4.5,,1 pila,0,0,tr,1.5,tr,0,,,,,,,,,,,,".75% of tof from fern, bike trail next to plot",
CPFMP,shaverlake,2021,SHL017,"km, mm, sb",prefire,,NA,no,0,28,347,LL,LL,"pije, cade, abco",8.2,184,4760,92,41,12,0,na,40,12,0,na,1.75,0.5,0,na,28,1.2,3,0.3,1.25,2.2,23,1.2,28,0.5,6,0.5,18,0.8,tr,98.25,0.5,tr,0,,0,tr,tr,0,1.25,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2022,SHL018,"tp, zm, bk, kw, mm",postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,98.5,tr,0,0.5,,tr,0,0,tr,0.5,tr,,,,,,,,,,tr,tr,,"litter might have been captured in 2021, unclear when burned, maybe out of burn perimeter",
CPFMP,shaverlake,2021,SHL018,"km, mm, sb",prefire,,NA,no,0,11,100,CC,LL,"cade, abco, pipo",340,11,4526,80,24,4,1.25,2,22,4,7,1.8,1.5,0.7,1.25,2.3,6,0.6,1,0.5,0,na,4,0.6,6,0.5,9.5,0.15,17,0.2,1.5,92.5,tr,0,5,,tr,0,0,tr,1,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2021,SHL019,"km, mm, sb",prefire,,NA,no,0,28,63,LL,LL,"abco,care, pipo",10,190,4538,45,30.5,24,0.25,9,30,24,0.25,1.9,2.5,0.9,0,na,13,0.4,0.5,0.5,0,na,4,0.7,13,0.4,0.5,0.1,5,0.5,0.5,96,tr,tr,0.25,,2,0.25,tr,0,1,tr,0,,,,,,,,,,,,wasp nest on W transect about 6m from center,
CPFMP,shaverlake,2021,SHL020,"km, mm, sb",prefire,,NA,no,0,25,35,LL,LL,"pije, abco, sani",10.6,194,4552,65,27.5,5,tr,1.8,25.25,5,3,2.6,0.5,0.6,tr,0.3,41,1.5,0.25,0.4,0.75,2.1,37,1.5,41,0.5,1,0.2,17,1.2,tr,99,0.75,tr,0,,0,tr,0,0,0.25,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2021,SHL021,"km, mm, sb",prefire,,NA,no,0,15,29,LL,LL,"abco, cade, pila",9.1,190,4555,44,42,6,0.75,11,40,23,6,3.3,4.75,0.9,0,na,1.5,0.4,tr,0.2,0.25,1.9,0.75,1.1,1.5,0.4,2.25,0.5,0.25,0.3,10,83.5,1.75,tr,1,,0.25,0.25,0,0,1.25,2,0,,,,,,,,,,,,2% fb cover from moss,
CPFMP,shaverlake,2021,SHL022,"km, mm, sb",prefire,,NA,no,0,30,0,LL,LL,"abco, pila, cade",4,292,4567,47,28,38,5.75,21,18.5,38,0.25,1.5,10,0.5,1,na,8,0.5,0,na,0.5,1.9,4,1.5,8,0.5,10,0.8,0.75,0.5,1.5,90.5,6,tr,0,,0,0.25,tr,0,1.75,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2021,SHL023,"km, mm, sb",prefire,,NA,no,1,13,60,LL,LL,"pipo, abco, cade",4.6,205,4571,60,44,5,1.25,8,18,5,4.75,2.3,2,0.6,tr,0.2,20,1.5,13,0.4,1,2,18,1.5,20,0.5,1,0.6,0.25,0.5,0.25,94.25,tr,0,0.5,,tr,0.75,3,0.25,1,tr,0,,,,,,,,,,,,barbed wire southest edges ,
CPFMP,shaverlake,2021,SHL024,"km, mm, sb",prefire,,NA,no,0,28,324,LL,CC,"abco, cade, pila",8.4,181,4587,42,41,6,1.25,6,37,21,7,2.7,5,0.6,0,na,1.75,0.3,0,na,0,na,0.75,1.3,1.75,0.3,0.5,0.1,tr,0.3,3,89.5,tr,0,3,,.25 pila,3,tr,tr,1.25,tr,0,,,,,,,,,,,dozer through part of w side of quaf,Top3TOV filled in QAQC with sp comp and pictures,
CPFMP,shaverlake,2021,SHL025,"km, mm, sb",prefire,,NA,no,0,36,28,UN,LL,"abco, cade, pila",8.3,189,4498,49,43,11,1,18,40,11,3.25,3,2,0.5,0,na,4.25,0.4,0.25,0.2,0,na,2,1.1,4.25,0.4,0.75,0.3,0,na,0.5,98,0.5,tr,0,,0,tr,tr,0,1,tr,0,,,,,,,,,,,,,
CPFMP,shaverlake,2021,SHL026,"km, mm, sb",prefire,,NA,no,0,13,12,CV,CV,"abco, cade, pila",7.2,190,4821,54,52.25,4,2,6,48,4,8.25,2,1.25,0.4,0,na,0.75,0.3,0,na,0,na,0,na,0.75,0.3,0.5,0.1,1,0.8,tr,86.5,12,tr,0,,0,tr,0,0,1.5,tr,0,,,,,,,,,,,,,
CPFMP,slypark,2021,spi01,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"pipo, cade, abco",6,210,,70,70,0.9,3,0.9,70,19,0,na,tr,0.05,tr,0.3,tr,0.3,tr,0.4,0,na,0,na,tr,0.3,tr,0.1,tr,0.3,tr,99.25,tr,0,tr,,,0,0,tr,0.75,0,0,,,,,,,,,,,,masticated,
CPFMP,slypark,2019,spi01,rh.ag,prefire,,NA,no,0,0,0,LL,LL,"pipo,cade,psme",5.7,16,SPI0no tag,70,70,17,0,0,68,17,0.05,5,2,0.6,0.05,0.1,0.05,0.2,0,0,0,0,0,0,0.05,0.2,0.05,0.05,0.05,0.1,15,83,0,0.05,0.05,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,"pile burning with charred piles, bare soil mostly handlines by piles",,
CPFMP,slypark,2021,spi10,"KM,MM,MV,AG,JW",postfire,,1yr,yes,1,,,,,"pipo, cade, pila",,,,94,90,20,tr,0.2,90,20,1,3.5,tr,0.02,0,na,0.5,0.2,0,na,0,na,0,na,0.5,0.2,15,0.5,tr,0.5,32.5,65,tr,0,1,,,0,0,tr,1.5,0,0,,,,,,,,,,,"plot has been treated, bulldozer, mastication?",,
CPFMP,slypark,2019,spi10,nr.ag.rh.ms,prefire,,NA,no,0,19,246,LL,UN,"pipo, cade, quke",8.6,44,SPI0no tag,90,75,20,0,0,75,20,15,2.5,1,0.8,0,0,0.05,0.3,0,0,0,0,0.05,0.6,0.05,0.3,40,0.5,0.05,0.7,0,97,0,0,1,,0.05,0,0,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,slypark,2021,spi11,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"pipo, quke, cade",,,,90,68,18,tr,1.6,68,18,0,na,tr,0.1,0,na,30,0.2,0,na,0,na,0,na,30,0.2,1.5,0.1,tr,0.4,1,98,0,0,0,,,tr,tr,0,1,tr,0,,,,,,,,,,,"dozer completely ripped through plot, h2o drop 170",,
CPFMP,slypark,2019,spi11,nr.ag.rh.ms,prefire,,NA,no,0,20,192,LL,LL,"pipo, cade, quke",8.8,36,SPI0no tag,90,70,18,0.05,9,70,18,0.05,2.3,2,1.3,0,0,0.05,0.3,0,0,0,0,0,0,0.05,0.3,35,0.3,4,0.5,0.05,97,0,0,0.05,,0.05,0,0,0.05,3,0,0,,,,,,,,,,,,,
CPFMP,slypark,2021,spi02,"KM, MM, MV",postfire,,1yr,yes,2,,,,,"pipo, cade, psme",7.5,180,,74,74,23,1,,74,23,0,na,0.25,0.3,0,na,tr,0.2,0,na,0,na,0,na,tr,0.2,tr,0.1,tr,0.4,tr,96,tr,0,3,,,0,tr,tr,1,0,0,,,,,,,,,,,,masticated,
CPFMP,slypark,2019,spi02,rh.ag.nr,prefire,,NA,no,0,20,240,LL,UN,"pipo, psme, cade",4.68,9,SPI0no tag,80,80,21,0,0,80,21,0,0,0.05,0.25,0.05,0.2,0.05,0.2,0,0,0,0,0,0,0.05,0.2,0.05,0.075,0.05,0.6,0.05,97.5,0,0,1,,0.05,0,0,0.05,1.5,0,0,,,,,,,,,,,skid tracks make divits in verticle shape,,
CPFMP,slypark,2021,spi03,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"psme, cade, chafol",2,322,,60,3.5,0.5,0,na,1.5,,0,na,2,0.3,0,na,2.5,0.1,tr,0.1,0,na,tr,0.5,2.5,0.1,3,0.2,8,0.75,tr,98.5,0.5,0,0,,,tr,0,0,1,tr,0,,,,,,,,,,,,,
CPFMP,slypark,2019,spi03,rh.ag.nr,prefire,,NA,no,0,0,0,LL,LL,"pipo,cade,quke",1,134,SPI0no tag,25,22,27.5,0,0,22,27.5,0,0,2,0.7,0.05,0.3,0.05,0.1,0,0,0,0,0,0,0.05,0.1,1,0.3,0.05,0.8,2,97,0,0,0.05,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,slypark,2021,spi04,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"cade, abco, madgra",9,230,,85,20,0.05,0,na,20,,0,na,1,0.05,0.5,0.8,0.5,0.3,0,na,0,na,0,na,0.5,0.3,50,0.2,20,0.5,1.5,97,tr,0,0.5,,,0,tr,tr,1,0,0,,,,,,,,,,,,,
CPFMP,slypark,2019,spi04,rh.nr.ag,prefire,,NA,no,0,12,292,LL,LL,"pipo,psme,cade",9,43,SPI0no tag,10,10,23,0,0,10,23,0.05,1.4,0.05,0.11,0.05,0.5,0.05,0.2,0,0,0,0,0,0,0.05,0.2,0.05,0.2,0.05,0.4,20,78,0,0,2,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,mastication,,
CPFMP,slypark,2021,spi05,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"cade, abco, quke",10,278,,45,30,0.7,0,na,29,,0,na,1,0.7,1,0.7,0.5,0.3,0,na,0,na,tr,0.6,0.5,0.3,1.5,0.1,5,0.9,1.5,96,1.5,tr,tr,,,0,tr,tr,1,tr,0,,,,,,,,,,,,masticated,
CPFMP,slypark,2019,spi05,nr.ag.rh.,prefire,,NA,no,0,10,251,LL,LL,"cade,psme,pipo",9,92,SPI0 no tag,35,34,20,0,0,34,20,0.05,1.4,1,0.6,0.05,0.7,0.05,0.2,0,0,0,0,0,0,0.05,0.5,0.05,0.2,0.05,0.6,1,98,0,0,1,,0.05,0,0,0.05,0.05,0,0,,,,,,,,,,,mastication,,
CPFMP,slypark,2021,spi06,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"cade, abco, psme",2.5,320,,85,35,0.05,0.25,9,35,35,1,1.8,1.5,1,0,na,25,0.8,0,na,0,na,20,0.8,25,0.5,10,0.1,0.25,0.6,5,93.5,tr,tr,tr,,,0,tr,tr,1.5,tr,0,,,,,,,,,,,,masticated,
CPFMP,slypark,2019,spi06,rh.nr.ag,prefire,,NA,no,0,30,296,LL,LL,"cade,psme,abco",3.5,139,SPI0no tag,60,45,30,0.05,9,45,30,0.05,2,0.05,0.4,0,0,25,0.4,0,0,0.05,1.9,2,0.6,25,0.4,0.05,0.2,0.05,0.5,1,97,0,0,1,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,mastication,,
CPFMP,slypark,2021,spi07,"KM, MM, MV",postfire,,1yr,yes,1,,,,,"pipo, chafol, cade",10.8,186,,90,82,7,tr,0.2,82,7,0.5,2.5,tr,0.1,0,na,30,0.3,0,na,0,na,0.5,0.6,30,0.3,1.25,0.2,0.25,0.4,2,95,0,0,2,,,0,0,tr,1,tr,0,,,,,,,,,,,bulldozer through plot. couldnt find rebar but found what seemed to be W and E end flagging so set up plot according to that. couldnt get witness tree info to fit so established new witness tree,masticated,
CPFMP,slypark,2019,spi07,rh.nr.ag,prefire,,NA,no,0,13,278,LL,LL,"pipo, cade,psme",10.2,57,SPI0no tag,85,70,20,0,0,70,20,0.05,2.5,0.05,0.95,0.05,0.8,0.05,0.5,0,0,0,0,0.05,0.5,0.05,0.3,40,0.3,0.05,0.5,0,96,0,0,3,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,top of shoulder,,
CPFMP,slypark,2021,spi08,"KM,MM,MV,AG,JW",postfire,,1yr,yes,1,,,,,"pipo, chafol, abco",,,,97,80,21,tr,0.1,80,21,2,3,tr,0.2,0,na,40,0.3,tr,0.2,0,na,0,na,40,0.3,1.25,0.2,0.5,0.2,8,91,tr,0,tr,,,0,tr,tr,1,0,0,,,,,,,,,,,,overhanging quke tov in plot,
CPFMP,slypark,2019,spi08,nr.ag.rh.ms,prefire,,NA,no,0,13,280,LL,LL,"pipo,abco,cade",6.4,13,SPI0 no tag,90,60,15,0,0,60,15,1,1.8,0.05,0.5,0,0,0.05,0.4,0,0,0,0,0.05,0.5,0.05,0.3,45,0.3,0.05,0.6,0,97,0,0,1,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,slypark,2021,spi09,"KM,MM,MV,AG,JW",postfire,,1yr,yes,1,,,,,"pipo, chafol, pteaqu",,,,97,75,20,0,na,75,20,0.25,3,tr,0.1,90,0.2,90,0.2,tr,0.1,0,na,tr,0.7,90,0.2,0.75,0.2,0.25,0.3,3,95.5,tr,0.5,0,,,tr,tr,0,1,0,0,,,,,,,,,,,,,
CPFMP,slypark,2019,spi09,nr.ag.rh.ms,prefire,,NA,no,0,14,218,LL,LL,"pipo,abco,quke",7.7,32,SPI0no tag,97,60,19,0,0,60,19,0.05,2.5,0.05,0.2,0,0,0.05,0.4,0,0,0,0,0.05,0.5,0.05,0.4,90,0.4,0.05,0.6,0,98,0,0,0.05,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs01,"jw, vs, mm",postfire,,1yr,yes,2,6,310,LL,LL,"PIJE, ARTR, PURTRI",11,12,1,26,25,17,0,na,25,17,1,,0.05,0.1,0,na,0.05,0.7,1,0.5,0,na,0.05,0.7,1,0.5,0.05,0.1,0.05,0.3,9,85,2,2,0.05,,1,0,0,0.05,1,0,0,,,,,,,,,,,,Lots of anthills on bare ground; black ground & white ash@2% each,
CPFMP,springsfire,2019,springs01,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.05,93.25,5,0.5,,0.05,,0,0.05,1,0,0,,99.5,,,,,,,,,,,
CPFMP,springsfire,2019,springs01,rh.nr.ag.ms.jf,prefire,,NA,no,0,6,310,LL,LL,"pije, artr, putr",11,12,1,35,26,14,0,,26,14,0,,0.05,0.3,0,,18,0.5,0.05,0.4,0,,10,0.6,18,0.5,0.05,0.3,0.05,0.3,0.05,97,0,0,2,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs02,"jw, vs, mm",postfire,,1yr,yes,1,13,358,LL,LL,"PIJE, PURTRI, carex1",10.1,2,12,29,22,14,0,na,22,14,0,na,0.05,0.1,0,na,5,0.5,2,0.5,0,na,2,0.6,3,0.3,0.05,0.1,2,0.2,30,35,7,7,0,,0.05,0,0,20,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs02,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,40,25,0.5,,0.05,,0,10,0.5,0,0,,55,,,,,,,,,,,
CPFMP,springsfire,2019,springs02,rh.nr.ag.ms.jf,prefire,,NA,no,0,13,358,LL,LL,"pije, putr, leppun",10.1,2,12,30,20,14,0,,20,14,0.5,1.5,0.05,0.4,0,,15,0.5,1,0.4,0,,10,0.6,15,0.5,1,0.3,0.05,0.2,5,93,0,0,1,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,2013 rx burn,,
CPFMP,springsfire,2020,springs03,"jw, vs, mm",postfire,,1yr,yes,2,3,252,CC,CC,"PIJE, ELYELY, PURTRI",10.4,12,18,35,26,9,0,na,26,9,0,na,0.05,0.1,0,na,16,0.7,16,0.7,0,na,16,0.7,0.05,0.2,0.05,0.1,1,0.2,30,37,8,2,0.05,,0.05,0,0,22,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs03,all,postfire,,immediate,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,69.5,25,0,,,,0,0.5,0.5,0,0,,95,,,,,,,,,,,
CPFMP,springsfire,2019,springs03,rh.nr.ag.ms.jf,prefire,,NA,no,0,3,252,CC,CC,"pije, putr, leppun",10.4,12,18,55,40,10.25,0,,40,10.25,0,,0.05,1,0,,20,0.6,0.05,0.3,0,,15,0.6,20,0.5,0.05,0.2,0.05,0.3,5,93,0,0,0.05,,1,0,0,0.05,1,0,0,,,,,,,,,,,2013 rx burn,,
CPFMP,springsfire,2020,springs04,"jw, vs, mm",postfire,,1yr,yes,1,8,48,LL,LL,"PURTRI, PIJE, carex1",6.3,48,28,30,7,13,0,na,7,13,0,na,0.05,0.2,0,na,18,0.5,1,0.5,0,na,16,0.6,18,0.5,0.05,0.1,6,0.1,26,37,1,0.05,0,,0.05,0,0,35,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs04,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,30,7,3,0.05,,0.05,,0,25,0.05,0,0,,10,,,,,,,,,,,
CPFMP,springsfire,2019,springs04,rh.ms.ag.nr,prefire,,NA,no,0,8,48,LL,LL,"pije, putr, rice",6.3,48,28,15,6,11.8,0,,6,11.8,0,,0.05,0.2,0,,10,0.5,0.05,0.4,0,,9,0.6,10,0.5,0.05,0.3,0.05,0.4,15,84,0,0,0.05,,0.05,0,0,1,0.05,0,0,,,,,,,,,,,2013 rx burn,slightly conave,
CPFMP,springsfire,2020,springs05,"vs, mm",postfire,,1yr,yes,2,32,280,LL,LL,"PIJE, PURTRI, carex1",,,,28,22,17.5,0,na,22,17.5,0,na,0.05,0.1,0,na,6,0.7,7,0.7,0,na,6,0.7,0.05,0.5,0.05,0.1,0.05,0.1,33,14,2,2,0,,1,3,0.05,44,1,0,0,,,,,,,,,,,,trace dead SE in macro,
CPFMP,springsfire,2019,springs05,rh.ms.ag.nr,prefire,,NA,no,0,32,280,LL,LL,"pije, putr, elel",,,,40,30,18,0,,30,18,0,,0.05,0.2,0,,15,0.5,0.05,0.2,0,,14,0.8,15,0.5,0.05,0.25,0.05,0.4,18,79,0,0,0.05,,0.05,0,1,1,1,0,0,,,,,,,,,,,apparantly no previous treatment but bole char sooooo,,
CPFMP,springsfire,2020,springs06,"km, ag, pm",postfire,,1yr,yes,1,4,38,LL,LL,"PICO, PURTRI, carex1",10.5,22,36,70,50,11,1,6.3,50,11,0.05,1.6,0.05,0.6,0.05,0.4,20,0.5,1,0.4,0,na,1,0.6,20,0.5,0.05,0.1,1,0.1,8,84.25,6,0.05,0.05,,0.5,0,0,0.5,0.75,0,0,,,,,,,,,,,,cap pic taken after plot photos,
CPFMP,springsfire,2019,springs06,rh.ms.ag.nr,prefire,,NA,no,0,4,38,LL,LL,"pico, putr, pije",10.5,22,36,50,41,8,0.05,5.9,41,8,1,7,0.05,0.4,0,,12,0.35,0.05,0.3,0,,0.05,0.6,12,0.4,0.05,0.2,0.05,0.3,10,89,0,0,0.05,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,no rx hist,close to 10 split,
CPFMP,springsfire,2020,springs07,"vs, mm, pm, km",postfire,,1yr,yes,1,13,320,LL,LL,"PICO, carex, elyeli",5.4,1,65,39,29,18,1,10.2,27,18,2,2,0.05,0.5,0.05,0.2,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0.05,0.1,10,0.1,8,20,35,4,0,,15,0,0,16,2,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs07,rh.ms.ag.nr,prefire,,NA,no,0,13,320,LL,LL,"pico,elel,elci",5.4,1,65,33,30,17,0.05,9.4,30,17,0.05,2.5,1,0.5,0,,0.05,0.35,0.05,0.15,0,,0,,0.05,0.2,0.05,0.2,2,0.15,5,80,0,0,0.05,,15,0,0,0.05,0,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2020,springs08,"vs, mm",postfire,,1yr,yes,2,6,19,LL,LL,"PIJE, PICO, PURTRI",9.3,2,82,46,42,9.5,22,4,42,12,0,na,0,na,0.05,0.5,2,0.5,4,0.5,0,na,2,0.6,2,0.5,0.05,0.1,2,0.1,14,45,8,1,0,,1,0,0,30,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs08,rh.ms.ag.nr,prefire,,NA,no,0,6,19,LL,LL,"pico,pije,putr",9.3,2,82,45,35,16,0,0,35,16,1,,0.05,0.5,0,,7,0.75,0,,0,,5,0.75,7,0.5,0.05,0.1,1,0.15,3,95,0,0,1,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,no treatment,,
CPFMP,springsfire,2020,springs09,"km, ag, pm",postfire,,1yr,yes,3,4,316,LL,LL,"PICO, PURTRI, carex1",3.3,19,99,30,25,10,18,6,25,10,0,na,0.05,0.02,0.05,0.2,5,0.5,1,0.4,0,na,1,0.6,5,0.5,0.05,0.2,1.25,0.1,15,72.5,3,0.05,8,,0.5,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs09,rh.ms.ag.nr,prefire,,NA,no,0,4,316,LL,LL,"pico, pije, putr",3.3,19,99,35,24,,0.05,7,24,0,0.05,4,0.05,0.05,0,,8,0.5,1,0.2,0,,6,0.75,7,0.5,0.05,0.25,1,0.1,5,93,0,0,1,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,no treatment,,
CPFMP,springsfire,2020,springs10,"km, ag, pm",postfire,,1yr,yes,2,5,8,LL,LL,"PICO, PIJE, PURTRI",7.7,19,113,70,68,8,0.05,6,68,8,0,na,0.05,0.02,0.05,0.1,0.5,0.5,0.5,0.6,0,na,0.05,0.6,0.5,0.5,0.05,0.1,1,0.1,1.5,95,2,0.05,0.05,,0.5,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs10,rh.ms.ag.nr,prefire,,NA,no,0,5,8,LL,LL,"pico, pije, putr",7.7,19,113,55,50,13,0,,50,13,0.05,2,0.05,0.04,0,,5,0.6,0,,0,,5,0.6,5,0.5,0.05,0.1,0.05,0.1,2,94.5,0,0,2,,0.05,0,0,0.05,1.5,0,0,,,,,,,,,,,no treatment,,
CPFMP,springsfire,2020,springs11,"km, ag, pm, be",postfire,,1yr,yes,2,18,360,LL,LL,"PIJE, luparg, elyeli",4.6,136,126,53,38,14,0,na,38,14,0,na,0.05,0.02,0,na,0.05,0.1,2,0.5,0,na,0,na,0.05,0.1,10,0.1,5,0.3,3,93.5,1,0.05,0.5,,1,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,springsfire,2019,springs11,all,postfire,,immediate,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5,89.5,3,1,,0.05,,0,1,1,0,0,,95,,,,,,,,,,,
