"","site_plotid_time_azimuth","sum_d2_1000r_cm2","sum_d2_1000s_cm2"
"1792","valentine_VR26N_2019_prefire_NA_90",0,0
"1793","valentine_VR26N_2021_postthin_NA_90",0,441
"1794","valentine_VR26S_2019_prefire_NA_180",0,841
"1795","valentine_VR26S_2021_postthin_NA_270",0,72.25
"1796","valentine_VR29_2019_prefire_NA_0",529,3501
"1797","valentine_VR29_2019_prefire_NA_180",2873,1681
"1798","valentine_VR29_2019_prefire_NA_270",1432.89,1024
"1799","valentine_VR29_2019_prefire_NA_90",228.4225,2260
"1800","valentine_VR29_2021_postthin_NA_0",0,5616
"1801","valentine_VR29_2021_postthin_NA_180",0,1949
"1802","valentine_VR29_2021_postthin_NA_270",0,2257
"1803","valentine_VR29_2021_postthin_NA_90",0,2659
"1804","valentine_VR2N_2019_prefire_NA_0",0,200
"1805","valentine_VR2N_2019_prefire_NA_180",0,1988
"1806","valentine_VR2N_2019_prefire_NA_270",0,941
"1807","valentine_VR2N_2019_prefire_NA_90",0,941
"1808","valentine_VR2N_2021_postthin_NA_0",0,172.25
"1809","valentine_VR2N_2021_postthin_NA_180",0,2270
"1810","valentine_VR2N_2021_postthin_NA_270",0,1105
"1811","valentine_VR2N_2021_postthin_NA_90",900,1156.25
"1812","valentine_VR3_2019_prefire_NA_180",0,0
"1813","valentine_VR3_2019_prefire_NA_270",0,0
"1814","valentine_VR3_2019_prefire_NA_90",0,0
"1815","valentine_VR30_2019_prefire_NA_0",0,0
"1816","valentine_VR30_2019_prefire_NA_180",0,0
"1817","valentine_VR30_2019_prefire_NA_90",0,0
"1818","valentine_VR30_2021_postthin_NA_0",0,784
"1819","valentine_VR30_2021_postthin_NA_180",3025,4388
"1820","valentine_VR30_2021_postthin_NA_270",0,100
"1821","valentine_VR30_2021_postthin_NA_90",72.25,1296
"1822","valentine_VR30N_2019_prefire_NA_180",0,0
"1823","valentine_VR30N_2019_prefire_NA_90",0,196
"1824","valentine_VR30N_2021_postthin_NA_180",0,441
"1825","valentine_VR31_2019_prefire_NA_0",4850,0
"1826","valentine_VR31_2019_prefire_NA_270",4090,0
"1827","valentine_VR31_2021_postthin_NA_0",0,121
"1828","valentine_VR31_2021_postthin_NA_270",0,2025
"1829","valentine_VR31_2021_postthin_NA_90",0,900
"1830","valentine_VR31N_2019_prefire_NA_0",576,0
"1831","valentine_VR31N_2019_prefire_NA_180",0,81
"1832","valentine_VR31N_2019_prefire_NA_270",2561,0
"1833","valentine_VR31N_2019_prefire_NA_90",0,121
"1834","valentine_VR31N_2021_postthin_NA_0",0,1246.25
"1835","valentine_VR31N_2021_postthin_NA_270",0,2849
"1836","valentine_VR33_2019_prefire_NA_0",1444,0
"1837","valentine_VR33_2019_prefire_NA_180",441,0
"1838","valentine_VR33_2019_prefire_NA_270",0,1089
"1839","valentine_VR33_2019_prefire_NA_90",0,2809
"1840","valentine_VR33_2021_postthin_NA_0",1089,0
"1841","valentine_VR33_2021_postthin_NA_180",0,576
"1842","valentine_VR33_2021_postthin_NA_90",0,2704
"1843","valentine_VR33N_2019_prefire_NA_0",361,196
"1844","valentine_VR33N_2019_prefire_NA_180",0,2536
"1845","valentine_VR33N_2019_prefire_NA_270",100,0
"1846","valentine_VR33N_2021_postthin_NA_0",0,1211.49
"1847","valentine_VR33N_2021_postthin_NA_180",0,5734
"1848","valentine_VR34_2019_prefire_NA_270",0,10404
"1849","valentine_VR34_2021_postthin_NA_270",0,940.25
"1850","valentine_VR35N_2019_prefire_NA_180",0,0
"1851","valentine_VR35N_2021_postthin_NA_180",0,3600
"1852","valentine_VR35N_2021_postthin_NA_90",0,90.25
"1853","valentine_VR3N_2019_prefire_NA_0",0,0
"1854","valentine_VR3N_2019_prefire_NA_270",0,0
"1855","valentine_VR3N_2019_prefire_NA_90",0,0
"1856","valentine_VR3N_2021_postthin_NA_0",0,8254
"1857","valentine_VR3N_2021_postthin_NA_270",0,2561
"1858","valentine_VR3N_2021_postthin_NA_90",1108,0
"1859","valentine_VR4_2019_prefire_NA_0",1225,0
"1860","valentine_VR4_2019_prefire_NA_270",4149,169
"1861","valentine_VR4_2021_postthin_NA_0",0,100
"1862","valentine_VR4_2021_postthin_NA_270",144,629
"1863","valentine_VR40_2019_prefire_NA_0",2500,0
"1864","valentine_VR40_2019_prefire_NA_180",144,0
"1865","valentine_VR40_2019_prefire_NA_270",121,0
"1866","valentine_VR40_2019_prefire_NA_90",3321,0
"1867","valentine_VR40_2021_postthin_NA_0",2500,0
"1868","valentine_VR40_2021_postthin_NA_180",0,151.29
"1869","valentine_VR40_2021_postthin_NA_270",0,121
"1870","valentine_VR40_2021_postthin_NA_90",4300,676
"1871","valentine_VR40E_2019_prefire_NA_0",0,900
"1872","valentine_VR40E_2019_prefire_NA_270",0,1764
"1873","valentine_VR40E_2019_prefire_NA_90",441,0
"1874","valentine_VR40E_2021_postthin_NA_0",0,625
"1875","valentine_VR40E_2021_postthin_NA_180",0,320.5
"1876","valentine_VR40E_2021_postthin_NA_270",1156,441
"1877","valentine_VR43_2019_prefire_NA_0",2116,0
"1878","valentine_VR43_2019_prefire_NA_180",196,210.25
"1879","valentine_VR43_2019_prefire_NA_90",6241,0
"1880","valentine_VR43_2021_postthin_NA_0",0,1600
"1881","valentine_VR44_2019_prefire_NA_0",0,1156
"1882","valentine_VR44_2019_prefire_NA_180",1513,2500
"1883","valentine_VR44_2019_prefire_NA_270",520,481
"1884","valentine_VR44_2019_prefire_NA_90",529,2025
"1885","valentine_VR44_2021_postthin_NA_0",0,1089
"1886","valentine_VR44_2021_postthin_NA_180",0,3600
"1887","valentine_VR44_2021_postthin_NA_270",0,1813
"1888","valentine_VR44_2021_postthin_NA_90",0,2561
"1889","valentine_VR4N_2019_prefire_NA_90",0,484
"1890","valentine_VR4N_2021_postthin_NA_270",0,1366.56
"1891","valentine_VR52_2019_prefire_NA_0",100,0
"1892","wilderranch_WIL001_2021_prefire_NA_270",484,64
"1893","wilderranch_WIL002_2021_prefire_NA_0",2689,100
"1894","wilderranch_WIL002_2021_prefire_NA_180",0,241.25
"1895","wilderranch_WIL002_2021_prefire_NA_270",0,1915
"1896","wilderranch_WIL005_2021_prefire_NA_180",118.81,0
"1897","wilderranch_WIL005_2021_prefire_NA_270",0,100
"1898","wilderranch_WIL006_2021_prefire_NA_0",100,0
"1899","wilderranch_WIL006_2021_prefire_NA_270",0,64
"1900","wilderranch_WIL007_2021_prefire_NA_0",0,2025
"1901","wilderranch_WIL007_2021_prefire_NA_180",1089,0
"1902","wilderranch_WIL007_2021_prefire_NA_270",0,225
"1903","wilderranch_WIL007_2021_prefire_NA_90",225,0
"1904","wilderranch_WIL008_2021_prefire_NA_0",0,90.25
"1905","wilderranch_WIL008_2021_prefire_NA_90",0,196
"1906","wilderranch_WIL009_2021_prefire_NA_0",0,81
"1907","wilderranch_WIL009_2021_prefire_NA_270",0,244
"1908","wilderranch_WIL009_2021_prefire_NA_90",1044,1372.25
"1909","wilderranch_WIL011_2021_prefire_NA_180",0,23609
"1910","wilderranch_WIL011_2021_prefire_NA_270",6400,0
"1911","wilderranch_WIL012_2021_prefire_NA_270",0,400
"1912","wilderranch_WIL013_2021_prefire_NA_180",225,0
"1913","wilderranch_WIL013_2021_prefire_NA_270",1225,1878
"1914","wilderranch_WIL013_2021_prefire_NA_90",0,81
"1915","wilderranch_WIL016_2021_prefire_NA_0",0,324
"1916","wilderranch_WIL016_2021_prefire_NA_180",0,625.25
"1917","wilderranch_WIL016_2021_prefire_NA_270",0,64
"1918","wilderranch_WIL017_2021_prefire_NA_0",1600,0
"1919","wilderranch_WIL017_2021_prefire_NA_270",0,1184
"1920","wilderranch_WIL020_2021_prefire_NA_0",0,1124
"1921","wilderranch_WIL020_2021_prefire_NA_180",0,90.25
"1922","wilderranch_WIL020_2021_prefire_NA_270",1025,465
"1923","wilderranch_WIL020_2021_prefire_NA_90",420.25,0
"1924","wilderranch_WIL021_2021_prefire_NA_0",0,81
"1925","wilderranch_WIL021_2021_prefire_NA_180",0,1706
"1926","wilderranch_WIL021_2021_prefire_NA_270",0,144
"1927","wilderranch_WIL021_2021_prefire_NA_90",0,18500
"1928","wilderranch_WIL022_2021_prefire_NA_0",0,144
"1929","wilderranch_WIL022_2021_prefire_NA_180",289,825
"1930","wilderranch_WIL022_2021_prefire_NA_270",225,400
"1931","wilderranch_WIL024_2021_prefire_NA_0",0,484
"1932","wilderranch_WIL024_2021_prefire_NA_180",0,64
"1933","wilderranch_WIL024_2021_prefire_NA_270",0,222.5
"1934","wilderranch_WIL024_2021_prefire_NA_90",0,162
